level,cell_id,x,y,cell_type,tissue,is_baseline
raw,45194169,-2.6141868,-62.50181,fibroblast,ovary,False
raw,45421982,-55.23031,9.033978,B cell,colorectum,False
raw,45431170,9.618201,-36.66453,epithelial cell,colorectum,True
raw,45432308,40.95751,62.108593,fibroblast,colorectum,False
raw,45178291,-0.5738027,-22.876408,endothelial cell,ovary,True
raw,45430534,61.01459,40.383583,fibroblast,colorectum,False
raw,45184707,36.834656,-23.417347,fibroblast,ovary,False
raw,45174795,19.477621,1.1173551,mononuclear phagocyte,colorectum,True
raw,45422129,14.711165,47.78012,T cell,colorectum,False
raw,45177267,29.28086,-0.33039397,endothelial cell,colorectum,False
raw,45427781,57.877346,53.019882,epithelial cell,colorectum,False
raw,45426859,46.63839,45.910957,mononuclear phagocyte,colorectum,True
raw,45181894,3.916301,-30.069708,mononuclear phagocyte,ovary,True
raw,45262467,-15.43761,34.9076,neutrophil,breast,True
raw,45197010,30.722904,-84.533066,epithelial cell,ovary,True
raw,45447157,-16.157461,52.238705,neutrophil,lung,True
raw,45432881,-3.739518,-45.31748,fibroblast,colorectum,False
raw,45197799,32.84365,51.379734,epithelial cell,ovary,True
raw,45431769,60.402683,52.965347,epithelial cell,colorectum,True
raw,45431973,-1.8734138,-39.508587,T cell,colorectum,True
raw,45422061,34.34222,52.65461,B cell,colorectum,False
raw,45421293,-18.83301,19.979826,endothelial cell,colorectum,False
raw,45176007,32.86644,-39.75881,endothelial cell,colorectum,True
raw,45421449,6.2278347,-52.47836,fibroblast,colorectum,False
raw,45445130,-62.447285,54.197144,neutrophil,lung,True
raw,45420112,23.958246,46.915825,T cell,colorectum,False
raw,45177709,31.502602,10.439056,B cell,colorectum,True
raw,45196583,-20.386,-44.164967,epithelial cell,ovary,True
raw,45431326,60.97529,7.9318285,epithelial cell,colorectum,True
raw,45433527,-74.40224,-0.9236862,T cell,colorectum,False
raw,45432393,-55.39984,-4.2487535,epithelial cell,colorectum,False
raw,45195440,-32.26519,-50.097565,endothelial cell,ovary,True
raw,45432617,-62.786438,5.1503444,T cell,colorectum,False
raw,45427117,-56.4944,11.902928,epithelial cell,colorectum,True
raw,45396845,-32.002808,45.191948,neutrophil,lung,False
raw,45175676,-55.552,-9.94294,fibroblast,colorectum,True
raw,45424862,-46.49855,-7.9206724,epithelial cell,colorectum,False
raw,45431732,-28.48726,-2.0505733,B cell,colorectum,True
raw,45176068,7.524274,-38.269196,fibroblast,colorectum,True
raw,45431305,-27.349964,29.135288,epithelial cell,colorectum,True
raw,45283816,-25.664865,43.24657,neutrophil,lung,False
raw,45178756,18.597765,-5.686459,fibroblast,ovary,True
raw,45427885,-74.327896,3.9147606,T cell,colorectum,False
raw,45432259,39.630352,19.218176,mononuclear phagocyte,colorectum,False
raw,45432711,-16.06426,18.55528,mast cell,colorectum,False
raw,45178898,35.37031,1.9336512,fibroblast,ovary,True
raw,45427882,-41.849094,9.006103,epithelial cell,colorectum,False
raw,45431173,28.58953,-32.754986,mononuclear phagocyte,colorectum,True
raw,45433165,-17.9404,17.012125,fibroblast,colorectum,False
raw,45440879,-61.456966,49.61542,neutrophil,lung,True
raw,45174575,-35.122963,-23.688019,endothelial cell,colorectum,True
raw,45431399,2.4704227,-53.591805,epithelial cell,colorectum,True
raw,45432333,20.717276,60.13444,mononuclear phagocyte,colorectum,False
raw,45197617,4.1212635,18.084986,epithelial cell,ovary,True
raw,45426870,-30.896502,-5.5854473,fibroblast,colorectum,True
raw,45431768,18.57397,17.263878,epithelial cell,colorectum,True
raw,45429788,63.063137,-3.7539458,epithelial cell,colorectum,False
raw,45198430,-32.364998,-26.659678,endothelial cell,ovary,True
raw,45426971,52.951183,40.205486,fibroblast,colorectum,True
raw,45395765,-42.683327,64.01475,neutrophil,lung,False
raw,45179087,57.225857,-42.297283,mononuclear phagocyte,ovary,True
raw,45190907,14.703362,44.757397,T cell,ovary,False
raw,45426897,16.083067,21.68171,endothelial cell,colorectum,True
raw,45308330,-18.37113,38.072853,neutrophil,breast,False
raw,45424219,56.20503,-30.529839,fibroblast,colorectum,True
raw,45177455,12.54314,12.983673,fibroblast,colorectum,True
raw,45178366,34.500923,-0.754058,endothelial cell,ovary,True
raw,45436137,-5.3464236,61.998367,neutrophil,lung,True
raw,45188515,36.400642,12.177074,epithelial cell,ovary,False
raw,45177974,30.537212,31.126188,B cell,colorectum,False
raw,45193366,11.51119,-12.221815,fibroblast,ovary,False
raw,45309147,-20.727621,34.760784,neutrophil,breast,False
raw,45179701,24.070522,-45.433453,mononuclear phagocyte,ovary,True
raw,45431250,-9.71207,-39.553837,fibroblast,colorectum,True
raw,45175284,17.234564,-10.547404,T cell,colorectum,False
raw,45429023,6.3939877,-41.2497,epithelial cell,colorectum,False
raw,45431360,25.740625,42.587902,mononuclear phagocyte,colorectum,True
raw,45421122,-54.791935,5.2759295,T cell,colorectum,False
raw,45394257,-12.198856,66.70583,neutrophil,lung,False
raw,45398301,-25.167086,32.322754,neutrophil,lung,False
raw,45433892,-52.265415,58.421844,B cell,colorectum,False
raw,45425483,32.72355,-30.287617,endothelial cell,colorectum,False
raw,45176595,-0.79474294,31.445107,endothelial cell,colorectum,True
raw,45175345,15.034178,10.567953,fibroblast,colorectum,False
raw,45439975,-54.145035,64.03637,neutrophil,lung,True
raw,45179659,29.394676,-2.0577013,T cell,ovary,True
raw,45423992,0.7914154,-53.667957,epithelial cell,colorectum,True
raw,45197875,63.809757,-11.138305,epithelial cell,ovary,True
raw,45430458,-54.920647,7.140466,fibroblast,colorectum,False
raw,45399597,-20.649323,72.206894,neutrophil,lung,False
raw,45396717,-73.451485,23.545736,neutrophil,lung,False
raw,45436597,-45.633556,70.06616,neutrophil,lung,True
raw,45401415,13.145421,-35.530697,neutrophil,lung,False
raw,45283172,-18.660818,41.563732,neutrophil,lung,False
raw,45191372,67.80083,-0.4022422,mononuclear phagocyte,ovary,False
raw,45182201,3.7570653,-21.392883,T cell,ovary,True
raw,45174706,18.506964,35.460773,fibroblast,colorectum,True
raw,45436284,-2.215262,71.99076,neutrophil,lung,True
raw,45421668,53.788467,6.3919435,epithelial cell,colorectum,False
raw,45195637,-34.74926,-44.570953,endothelial cell,ovary,True
raw,45432941,-66.0442,-6.299756,mononuclear phagocyte,colorectum,False
raw,45176643,54.675514,-49.29192,endothelial cell,colorectum,False
raw,45175350,-52.307144,-29.995,fibroblast,colorectum,False
raw,45422310,38.88755,3.4094205,endothelial cell,colorectum,False
raw,45179740,26.884462,-63.021606,mononuclear phagocyte,ovary,True
raw,45422499,-53.77612,-32.597393,T cell,colorectum,False
raw,45431958,43.533905,14.709843,epithelial cell,colorectum,True
raw,45423270,-76.19564,3.6613235,mononuclear phagocyte,colorectum,True
raw,45195384,-40.195515,-43.242985,epithelial cell,ovary,True
raw,45426873,0.9776239,-85.10953,mononuclear phagocyte,colorectum,True
raw,45430050,-82.58582,-8.236429,B cell,colorectum,False
raw,45432993,-26.524393,15.50411,mononuclear phagocyte,colorectum,False
raw,45196352,-24.29249,-50.080746,epithelial cell,ovary,True
raw,45433482,-20.56482,15.65785,mast cell,colorectum,False
raw,45427540,54.083027,46.842815,T cell,colorectum,True
raw,45427750,45.328384,41.380405,T cell,colorectum,False
raw,45430448,-68.544,1.0478555,mast cell,colorectum,False
raw,45431135,-22.443666,1.9164292,epithelial cell,colorectum,True
raw,45441437,-64.68716,53.2181,neutrophil,lung,True
raw,45177499,6.360503,29.724237,B cell,colorectum,True
raw,45420173,13.970665,46.861874,fibroblast,colorectum,False
raw,45423994,59.556953,14.006063,fibroblast,colorectum,True
raw,45179149,41.171913,-50.37902,fibroblast,ovary,True
raw,45426422,39.68912,-63.10075,fibroblast,colorectum,True
raw,45177668,32.30692,1.9729031,endothelial cell,colorectum,True
raw,45420838,-27.522942,-19.101025,mast cell,colorectum,False
raw,45286151,-20.804945,44.64156,neutrophil,lung,False
raw,45182478,35.35154,-31.97105,mononuclear phagocyte,ovary,True
raw,45426566,23.568674,63.654808,fibroblast,colorectum,True
raw,45391646,-22.384827,49.30076,neutrophil,lung,False
raw,45178470,-14.378922,-55.061325,T cell,ovary,True
raw,45284064,7.079669,47.176624,neutrophil,lung,False
raw,45433574,73.58313,-10.633389,T cell,colorectum,False
raw,45177199,35.919495,9.700841,endothelial cell,colorectum,False
raw,45426358,44.07504,39.644188,fibroblast,colorectum,True
raw,45399361,-43.771656,60.264763,neutrophil,lung,False
raw,45429122,22.431005,-30.816292,endothelial cell,colorectum,False
raw,45193316,16.651949,13.549891,epithelial cell,ovary,False
raw,45175946,27.779524,17.15685,endothelial cell,colorectum,True
raw,45186200,57.47049,-4.2153225,mononuclear phagocyte,ovary,False
raw,45192053,-20.265787,-20.476921,fibroblast,ovary,False
raw,45420664,-33.699306,21.629734,endothelial cell,colorectum,False
raw,45192253,13.954379,-6.346023,endothelial cell,ovary,False
raw,45179887,35.086933,-3.0568974,T cell,ovary,True
raw,45430462,27.4113,67.40283,T cell,colorectum,False
raw,45431261,61.937065,51.360058,epithelial cell,colorectum,True
raw,45177785,55.395035,-2.210509,endothelial cell,colorectum,False
raw,45434208,-20.840199,40.198757,endothelial cell,colorectum,False
raw,45425108,53.084827,-59.474415,mononuclear phagocyte,colorectum,False
raw,45174780,0.2818734,-73.09157,fibroblast,colorectum,True
raw,45174771,-72.02649,-32.348724,endothelial cell,colorectum,True
raw,45423964,-35.68549,-4.6328583,epithelial cell,colorectum,True
raw,45434536,-57.668583,58.96524,T cell,colorectum,False
raw,45426990,-46.524082,-10.762009,mononuclear phagocyte,colorectum,True
raw,45175551,27.204643,-24.24759,fibroblast,colorectum,False
raw,45174540,-9.67278,-79.55719,mononuclear phagocyte,colorectum,True
raw,45175785,-4.0125318,-46.574623,fibroblast,colorectum,True
raw,45421049,17.007805,51.367073,T cell,colorectum,False
raw,45181218,40.430973,-9.0060425,fibroblast,ovary,True
raw,45426369,-76.86769,-8.550222,fibroblast,colorectum,True
raw,45420123,23.204292,47.09337,epithelial cell,colorectum,False
raw,45180647,31.532246,-18.48371,mononuclear phagocyte,ovary,True
raw,45178423,45.944313,-49.075703,mononuclear phagocyte,ovary,True
raw,45176839,-0.6291673,-41.06807,epithelial cell,colorectum,False
raw,45182053,61.722248,-10.612884,epithelial cell,ovary,True
raw,45428326,30.368542,-35.96884,T cell,colorectum,False
raw,45174757,-74.96743,-23.939692,fibroblast,colorectum,True
raw,45178422,46.189697,-1.0191731,fibroblast,ovary,True
raw,45302155,-10.022322,40.617336,neutrophil,breast,False
raw,45428570,6.253395,-47.55867,mononuclear phagocyte,colorectum,False
raw,45423115,59.637096,-56.79397,epithelial cell,colorectum,True
raw,45176662,7.562948,4.0960264,endothelial cell,colorectum,False
raw,45179875,42.888542,-14.608142,mononuclear phagocyte,ovary,True
raw,45175591,-1.9721124,-38.004215,endothelial cell,colorectum,False
raw,45192635,-11.132619,9.980164,fibroblast,ovary,False
raw,45428622,-34.31505,1.9338579,fibroblast,colorectum,False
raw,45425223,-69.28146,-31.641094,fibroblast,colorectum,False
raw,45199116,-26.798904,-30.518072,mononuclear phagocyte,ovary,False
raw,45178741,13.45749,14.274235,mononuclear phagocyte,ovary,True
raw,45190687,17.936522,-49.19208,fibroblast,ovary,False
raw,45177237,50.70947,-33.94765,endothelial cell,colorectum,False
raw,45198484,-24.545792,-27.251755,mononuclear phagocyte,ovary,False
raw,45182376,28.232271,-45.75708,endothelial cell,ovary,True
raw,45189845,-14.8338995,-17.465681,fibroblast,ovary,False
raw,45182441,40.5145,-1.0740321,T cell,ovary,True
raw,45424063,9.132659,-53.986977,fibroblast,colorectum,True
raw,45438803,-58.7585,59.35051,neutrophil,lung,True
raw,45430009,24.772587,-52.756073,fibroblast,colorectum,False
raw,45188388,42.114223,-32.245285,T cell,ovary,False
raw,45188691,-28.829964,-46.067375,endothelial cell,ovary,False
raw,45401017,-40.133114,30.230766,neutrophil,lung,False
raw,45384277,-22.53836,69.16332,neutrophil,lung,False
raw,45431813,19.062399,15.550895,B cell,colorectum,True
raw,45178357,36.968594,-13.00739,epithelial cell,ovary,True
raw,45308323,-9.485931,37.931747,neutrophil,breast,False
raw,45176146,-16.25632,-35.608772,fibroblast,colorectum,True
raw,45290264,-18.478083,52.0417,neutrophil,lung,True
raw,45432665,13.776328,56.042286,T cell,colorectum,False
raw,45182162,50.745625,2.6529987,T cell,ovary,True
raw,45431210,-34.921112,38.53232,T cell,colorectum,True
raw,45181075,14.307907,-71.97006,fibroblast,ovary,True
raw,45427963,-60.340866,-3.133797,epithelial cell,colorectum,False
raw,45423897,51.813595,8.199224,fibroblast,colorectum,True
raw,45431266,-26.983522,7.57648,T cell,colorectum,True
raw,45426719,11.102417,2.4084072,T cell,colorectum,True
raw,45431939,-1.2192903,-42.241688,epithelial cell,colorectum,True
raw,45440902,-4.8845487,61.341103,neutrophil,lung,True
raw,45193293,-19.18565,-19.33493,fibroblast,ovary,False
raw,45428700,-33.11525,4.208056,mononuclear phagocyte,colorectum,False
raw,45180247,-11.133972,-22.596273,T cell,ovary,True
raw,45192017,6.904819,-28.114985,fibroblast,ovary,False
raw,45429747,1.5163666,-41.219803,mononuclear phagocyte,colorectum,False
raw,45181825,21.498394,-23.039589,T cell,ovary,True
raw,45179802,-1.6133927,-30.600512,mononuclear phagocyte,ovary,True
raw,45424719,-46.349037,12.274206,epithelial cell,colorectum,False
raw,45434831,-50.96353,72.020096,fibroblast,colorectum,True
raw,45198792,-9.916747,-29.290556,epithelial cell,ovary,False
raw,45186134,-23.590158,-31.984886,epithelial cell,ovary,False
raw,45431372,0.5341243,-65.41399,epithelial cell,colorectum,True
raw,45436575,-54.497494,60.866795,neutrophil,lung,True
raw,45427296,-57.431168,1.8231106,mononuclear phagocyte,colorectum,True
raw,45433332,-2.9481626,-84.79771,epithelial cell,colorectum,False
raw,45443733,-54.85369,73.99903,neutrophil,lung,True
raw,45422178,-76.28627,-7.0024147,epithelial cell,colorectum,False
raw,45419796,21.557959,41.073586,T cell,colorectum,False
raw,45182848,18.163115,11.319372,epithelial cell,ovary,False
raw,45434552,-64.48285,60.77887,T cell,colorectum,False
raw,45176786,-11.418809,-73.250656,B cell,colorectum,False
raw,45428904,45.533863,15.994051,mononuclear phagocyte,colorectum,False
raw,45434354,-21.602514,57.03258,T cell,colorectum,False
raw,45429005,58.540363,-29.847343,epithelial cell,colorectum,False
raw,45423020,-70.587585,-30.580797,epithelial cell,colorectum,False
raw,45388340,-6.2101717,53.39383,neutrophil,lung,False
raw,45432576,20.919998,60.740208,epithelial cell,colorectum,False
raw,45180907,11.472138,-43.42002,epithelial cell,ovary,True
raw,45421026,-4.514537,-74.06443,T cell,colorectum,False
raw,45429845,-36.119305,2.9242356,B cell,colorectum,False
raw,45183543,61.390823,-10.566388,epithelial cell,ovary,False
raw,45433870,-59.283203,53.0266,B cell,colorectum,False
raw,45422305,-44.60849,-70.56138,T cell,colorectum,False
raw,45432304,-4.0571566,4.226204,epithelial cell,colorectum,False
raw,45424121,-58.993042,-2.678007,mononuclear phagocyte,colorectum,True
raw,45429189,-42.538815,13.776823,mononuclear phagocyte,colorectum,False
raw,45184560,46.851784,-6.0552998,epithelial cell,ovary,False
raw,45425343,55.20747,-50.867405,T cell,colorectum,False
raw,45196544,6.1985345,-20.937067,epithelial cell,ovary,True
raw,45423145,18.918877,10.515012,fibroblast,colorectum,True
raw,45177858,32.65145,-19.253494,mononuclear phagocyte,colorectum,False
raw,45433934,-5.4198217,61.611923,fibroblast,colorectum,False
raw,45430810,12.049102,-22.688284,mononuclear phagocyte,colorectum,False
raw,45426782,-24.528027,36.70711,endothelial cell,colorectum,True
raw,45180538,41.347424,-12.555461,mononuclear phagocyte,ovary,True
raw,45179982,52.597767,27.989666,epithelial cell,ovary,True
raw,45177757,34.6856,3.8794498,fibroblast,colorectum,True
raw,45431942,57.71623,56.52031,epithelial cell,colorectum,True
raw,45181570,39.477886,7.642526,mononuclear phagocyte,ovary,True
raw,45188879,-21.349651,-20.302773,endothelial cell,ovary,False
raw,45181933,54.635746,-12.640133,epithelial cell,ovary,True
raw,45419891,27.8778,39.79206,epithelial cell,colorectum,False
raw,45187677,19.717209,-34.241596,fibroblast,ovary,False
raw,45182319,32.98599,-10.9637,mononuclear phagocyte,ovary,True
raw,45178984,36.4058,-49.385887,T cell,ovary,True
raw,45400178,-13.159556,61.684963,neutrophil,lung,False
raw,45188119,25.984343,-59.85374,endothelial cell,ovary,False
raw,45178169,33.80946,16.762775,epithelial cell,ovary,True
raw,45428296,-58.276573,-3.2613325,epithelial cell,colorectum,False
raw,45427535,18.808365,25.603106,epithelial cell,colorectum,True
raw,45176693,-0.19288665,-82.98586,mononuclear phagocyte,colorectum,False
raw,45432014,-9.813398,-39.43282,fibroblast,colorectum,True
raw,45428539,-20.351978,-6.4838963,epithelial cell,colorectum,False
raw,45383268,-34.59828,37.2279,neutrophil,lung,False
raw,45430439,25.113556,52.106667,B cell,colorectum,False
raw,45175035,7.759517,-71.16174,T cell,colorectum,False
raw,45421913,35.963505,-39.369987,T cell,colorectum,False
raw,45422595,10.65855,25.77377,B cell,colorectum,False
raw,45283661,-31.051207,46.857323,neutrophil,lung,False
raw,45423422,10.738773,-53.469444,fibroblast,colorectum,True
raw,45185174,51.069637,-16.252516,endothelial cell,ovary,False
raw,45191274,11.179009,18.653645,mononuclear phagocyte,ovary,False
raw,45420026,36.65479,40.211266,T cell,colorectum,False
raw,45174355,-14.764521,-37.265892,endothelial cell,colorectum,True
raw,45391854,-12.491324,55.6882,neutrophil,lung,False
raw,45176467,33.752026,47.38167,endothelial cell,colorectum,True
raw,45177594,36.12758,-0.35162187,fibroblast,colorectum,True
raw,45179627,-3.8640878,-32.471436,mononuclear phagocyte,ovary,True
raw,45190640,39.10235,14.295995,mononuclear phagocyte,ovary,False
raw,45178585,32.216503,-16.259762,T cell,ovary,True
raw,45433980,-56.22891,72.66616,epithelial cell,colorectum,False
raw,45438400,-11.931179,59.60037,neutrophil,lung,True
raw,45197863,31.71545,43.993874,epithelial cell,ovary,True
raw,45428228,51.77935,14.681223,mononuclear phagocyte,colorectum,False
raw,45428383,38.318832,18.953527,mononuclear phagocyte,colorectum,False
raw,45195256,-27.73311,-38.350273,T cell,ovary,True
raw,45308337,-12.670101,39.71268,neutrophil,breast,False
raw,45196718,-42.031013,-43.93759,T cell,ovary,True
raw,45433855,-56.9959,52.013344,B cell,colorectum,False
raw,45427199,52.10529,54.26205,fibroblast,colorectum,True
raw,45197949,49.5609,-2.9091134,endothelial cell,ovary,True
raw,45196039,-35.674534,-49.003166,epithelial cell,ovary,True
raw,45420719,-17.046232,15.71446,T cell,colorectum,False
raw,45198025,13.00355,27.49056,T cell,ovary,True
raw,45434161,-60.741737,67.51268,epithelial cell,colorectum,False
raw,45175962,5.4506183,16.602818,endothelial cell,colorectum,True
raw,45177092,-65.4496,-27.815985,fibroblast,colorectum,False
raw,45422780,-24.436506,-18.91222,B cell,colorectum,False
raw,45429377,24.55343,16.260921,mononuclear phagocyte,colorectum,False
raw,45397225,-28.554802,53.75708,neutrophil,lung,False
raw,45419948,-18.91759,-7.571084,T cell,colorectum,False
raw,45225277,51.330128,23.051142,neutrophil,lung,True
raw,45428170,-43.34161,-2.0295768,mononuclear phagocyte,colorectum,False
raw,45196666,-24.558521,-50.91863,endothelial cell,ovary,True
raw,45427379,-49.526764,-2.4046662,epithelial cell,colorectum,True
raw,45442459,-46.691795,77.76968,neutrophil,lung,True
raw,45422313,34.831043,53.275085,B cell,colorectum,False
raw,45399570,-16.444456,47.895363,neutrophil,lung,False
raw,45444584,-8.778975,56.408173,neutrophil,lung,True
raw,45197110,16.02861,-12.626359,epithelial cell,ovary,True
raw,45285233,-18.20151,40.656094,neutrophil,lung,False
raw,45195581,4.142814,-2.4541569,endothelial cell,ovary,True
raw,45428251,32.04381,49.743988,mononuclear phagocyte,colorectum,False
raw,45423311,-59.65669,8.285227,B cell,colorectum,True
raw,45175180,-5.3273664,-71.8948,mast cell,colorectum,False
raw,45300241,-9.129991,38.896057,neutrophil,breast,False
raw,45195075,12.342634,-23.050373,epithelial cell,ovary,True
raw,45432802,44.35976,58.986473,mononuclear phagocyte,colorectum,False
raw,45446098,-2.7455945,69.854805,neutrophil,lung,True
raw,45180177,34.415985,3.8331282,mononuclear phagocyte,ovary,True
raw,45423522,6.304396,-55.653378,fibroblast,colorectum,True
raw,45422966,1.0965579,-23.573002,epithelial cell,colorectum,False
raw,45424975,45.22643,42.733185,fibroblast,colorectum,False
raw,45192650,-9.96282,26.550959,endothelial cell,ovary,False
raw,45435706,-61.382282,68.02578,neutrophil,lung,True
raw,45179792,24.905666,37.093033,mononuclear phagocyte,ovary,True
raw,45429359,-8.825273,-41.773224,fibroblast,colorectum,False
raw,45176292,6.609996,-4.736237,fibroblast,colorectum,True
raw,45191994,17.05065,43.14049,fibroblast,ovary,False
raw,45188829,-0.07164198,-26.45482,endothelial cell,ovary,False
raw,45433304,13.878248,40.23942,epithelial cell,colorectum,False
raw,45193625,13.679009,-14.296904,epithelial cell,ovary,False
raw,45429821,50.057026,20.367992,fibroblast,colorectum,False
raw,45430200,39.12938,52.20641,fibroblast,colorectum,False
raw,45432206,12.50794,-33.23096,epithelial cell,colorectum,False
raw,45432182,13.149817,-47.84764,epithelial cell,colorectum,False
raw,45431107,1.2566978,10.072434,fibroblast,colorectum,True
raw,45431669,37.79777,0.21186931,B cell,colorectum,True
raw,45399491,-43.738403,59.72064,neutrophil,lung,False
raw,45421544,-57.20115,-6.0104613,B cell,colorectum,False
raw,45182400,44.005898,-0.6964671,endothelial cell,ovary,True
raw,45177428,23.97649,4.991213,endothelial cell,colorectum,True
raw,45427332,60.815205,11.565011,fibroblast,colorectum,True
raw,45431083,39.299572,47.124584,T cell,colorectum,True
raw,45177859,34.694748,-61.329113,fibroblast,colorectum,False
raw,45398651,-21.331448,71.68979,neutrophil,lung,False
raw,45193482,-41.868267,-37.29524,epithelial cell,ovary,False
raw,45400156,-48.72356,55.5835,neutrophil,lung,False
raw,45181503,-26.191753,-33.82128,T cell,ovary,True
raw,45308333,2.2999718,49.31686,neutrophil,breast,False
raw,45182980,36.43448,13.758773,fibroblast,ovary,False
raw,45181616,-21.213297,-47.663174,epithelial cell,ovary,True
raw,45180563,-2.4434717,46.83008,T cell,ovary,True
raw,45445541,-60.34913,54.756504,neutrophil,lung,True
raw,45438982,-8.78759,67.45581,neutrophil,lung,True
raw,45181736,57.036816,-5.904199,T cell,ovary,True
raw,45435411,-0.77943623,60.686836,neutrophil,lung,True
raw,45427042,6.2539406,-80.93999,mononuclear phagocyte,colorectum,True
raw,45420271,-52.600666,-7.5582876,B cell,colorectum,False
raw,45421439,-18.995386,13.892335,epithelial cell,colorectum,False
raw,45431852,-14.011113,-4.0348754,T cell,colorectum,True
raw,45179662,60.821056,-42.223236,endothelial cell,ovary,True
raw,45423221,50.160614,-60.596226,fibroblast,colorectum,True
raw,45181983,32.86748,9.109674,mononuclear phagocyte,ovary,True
raw,45179379,34.60834,-25.318995,T cell,ovary,True
raw,45423462,57.740486,51.511063,mononuclear phagocyte,colorectum,True
raw,45431976,4.834227,-38.181644,B cell,colorectum,True
raw,45176100,21.870377,20.673777,fibroblast,colorectum,True
raw,45426474,-39.179302,-76.01266,epithelial cell,colorectum,True
raw,45425896,60.118717,-50.520615,T cell,colorectum,False
raw,45431867,-41.02113,11.01998,epithelial cell,colorectum,True
raw,45421378,-21.022596,17.61884,T cell,colorectum,False
raw,45428146,-58.41895,4.9682426,epithelial cell,colorectum,False
raw,45182477,21.04977,-33.212658,epithelial cell,ovary,True
raw,45421479,-13.380475,17.443592,B cell,colorectum,False
raw,45425426,-78.30851,3.941812,T cell,colorectum,False
raw,45424157,-55.144264,0.88878435,epithelial cell,colorectum,True
raw,45180510,8.389638,18.090647,mononuclear phagocyte,ovary,True
raw,45423287,43.102474,-63.92589,T cell,colorectum,True
raw,45177828,15.580057,12.139773,fibroblast,colorectum,False
raw,45190551,7.393756,17.682974,T cell,ovary,False
raw,45180937,-15.57153,-19.515095,fibroblast,ovary,True
raw,45423817,14.009759,-78.65032,T cell,colorectum,True
raw,45424112,53.26356,56.27333,B cell,colorectum,True
raw,45190399,29.207367,-3.124176,mononuclear phagocyte,ovary,False
raw,45434583,-9.946273,59.27663,epithelial cell,colorectum,False
raw,45175894,24.805794,14.006541,endothelial cell,colorectum,True
raw,45195485,-40.788025,-41.13125,epithelial cell,ovary,True
raw,45178247,36.699223,-64.08236,fibroblast,ovary,True
raw,45183577,45.488434,-25.183369,fibroblast,ovary,False
raw,45421971,17.836971,46.97713,B cell,colorectum,False
raw,45193882,-39.196354,-44.67218,T cell,ovary,False
raw,45189531,60.704727,7.9683847,T cell,ovary,False
raw,45422213,16.236792,58.62214,T cell,colorectum,False
raw,45442218,-59.700752,65.092705,neutrophil,lung,True
raw,45441270,-46.79541,75.14558,neutrophil,lung,True
raw,45433074,10.453846,55.59573,epithelial cell,colorectum,False
raw,45429831,20.387167,8.761572,epithelial cell,colorectum,False
raw,45182001,-13.902459,-47.2785,T cell,ovary,True
raw,45426528,24.665352,-3.1710007,fibroblast,colorectum,True
raw,45189116,-75.93426,32.279564,mononuclear phagocyte,ovary,False
raw,45419824,15.041735,6.8383656,mononuclear phagocyte,colorectum,False
raw,45175189,-3.5208354,-51.543716,mast cell,colorectum,False
raw,45423709,-45.12912,14.273633,mononuclear phagocyte,colorectum,True
raw,45176268,-15.056602,14.888273,mononuclear phagocyte,colorectum,True
raw,45391568,-16.770615,54.26991,neutrophil,lung,False
raw,45422881,20.662561,8.472209,fibroblast,colorectum,False
raw,45433871,-50.463615,66.81996,B cell,colorectum,False
raw,45432588,1.5172019,-33.060978,epithelial cell,colorectum,False
raw,45177400,15.052627,-5.4261804,fibroblast,colorectum,True
raw,45175003,9.116083,-68.325966,epithelial cell,colorectum,False
raw,45176035,-11.144484,-36.702744,fibroblast,colorectum,True
raw,45176332,16.310162,-55.40888,endothelial cell,colorectum,True
raw,45429389,9.452511,-43.38792,B cell,colorectum,False
raw,45175734,12.622323,-24.08926,epithelial cell,colorectum,True
raw,45175969,20.248163,44.01261,fibroblast,colorectum,True
raw,45186829,38.059254,-6.988916,epithelial cell,ovary,False
raw,45177116,13.064473,-80.13819,endothelial cell,colorectum,False
raw,45178812,24.508104,-48.575703,fibroblast,ovary,True
raw,45176378,17.203306,49.79364,fibroblast,colorectum,True
raw,45177411,38.041656,-18.322042,epithelial cell,colorectum,True
raw,45179560,48.703754,30.549574,endothelial cell,ovary,True
raw,45447646,-31.644814,-24.14957,neutrophil,lung,False
raw,45434357,-8.608163,57.479073,T cell,colorectum,False
raw,45425053,35.53659,-64.29503,T cell,colorectum,False
raw,45182634,0.9498664,-31.86325,endothelial cell,ovary,False
raw,45424989,54.11547,40.26167,epithelial cell,colorectum,False
raw,45427403,-14.6726675,-77.01928,fibroblast,colorectum,True
raw,45421233,-46.223663,1.1629949,B cell,colorectum,False
raw,45427004,-31.036999,-2.1321855,epithelial cell,colorectum,True
raw,45178314,-5.0236735,-32.42361,mononuclear phagocyte,ovary,True
raw,45428863,5.0942316,-41.313084,epithelial cell,colorectum,False
raw,45181037,31.03854,17.166641,T cell,ovary,True
raw,45177569,37.01638,-62.633232,T cell,colorectum,True
raw,45177323,33.56313,-17.460018,fibroblast,colorectum,True
raw,45391482,-23.150806,63.46404,neutrophil,lung,False
raw,45428833,31.061533,-38.37677,epithelial cell,colorectum,False
raw,45184030,43.683426,-22.500654,epithelial cell,ovary,False
raw,45175669,-1.1551529,-74.957634,fibroblast,colorectum,True
raw,45424562,1.5936966,-82.98459,mast cell,colorectum,False
raw,45444974,-54.85172,72.80205,neutrophil,lung,True
