gene,gene_name,log2fc,cav_r,pair
ENSG00000149091,DGKZ,-0.0543147364811822,0.0029748866922181,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000091879,ANGPT2,-0.0543024781619902,-0.0044107676247205,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000136059,VILL,-0.0542845280363967,-0.0264727682059862,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000119138,KLF9,-0.0542815979165646,-0.061561542112547,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000103994,ZNF106,0.0542566712531804,-0.0548745648667604,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000180628,PCGF5,0.0542204040411578,-0.0023293325196997,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000135452,TSPAN31,0.0541945950405646,-0.0460583072251678,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000172005,MAL,0.0541942453380711,0.1141815925273167,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000116285,ERRFI1,-0.0541850112007545,-0.2054422159871616,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000146433,TMEM181,-0.0541645264618566,-0.0229335333232343,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000106333,PCOLCE,-0.0541532095391561,-0.2650095735670548,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000149534,MS4A2,-0.0541367987419183,-0.0797709883111781,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000183258,DDX41,-0.0541209095464288,0.0015552591686387,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000104419,NDRG1,-0.0541032139488141,-0.0826664312474408,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000132965,ALOX5AP,-0.0540838560577518,0.0292623280891885,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000163328,GPR155,0.05406330159426,0.0902964767671986,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000204628,RACK1,0.0540632618240661,-0.0150514040126507,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000116857,TMEM9,0.054030100633133,-0.0723263967196368,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000211460,TSN,0.0540296016954786,0.0129759619717236,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000059377,TBXAS1,-0.054014960687936,-0.0722541879829281,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000008988,RPS20,0.054008804668689,0.0387062813039099,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000188257,PLA2G2A,0.0539856419912007,-0.2195341249425739,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000158711,ELK4,0.0539574926439998,0.0353451149023066,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171791,BCL2,0.0539457550539422,0.0651442536026779,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000100979,PLTP,-0.0539427072986637,-0.1550045244724533,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000150977,RILPL2,0.0539321621811253,0.0169370972644401,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000115866,DARS1,-0.0539077132756199,-0.0331302500992748,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000138814,PPP3CA,-0.0539019514649321,-0.025874025844161,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000002586,CD99,0.0538811029165089,-0.15097243477622,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000004779,NDUFAB1,-0.0538397703271571,0.0018089917586592,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000123124,WWP1,0.053806885971973,-0.0339161408936452,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000144063,MALL,-0.0537808662270054,-0.0185360694123713,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000179950,PUF60,0.053771790938279,-0.015821864452194,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000054277,OPN3,-0.0537545159743209,-0.0416013925703523,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000113068,PFDN1,-0.0537538130179307,-0.0131424660520057,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000165219,GAPVD1,-0.0537259098100206,-0.0134183875462862,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000165671,NSD1,0.0536761095193385,0.026026388050761,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000183615,FAM167B,-0.0536488898041098,-0.0014891780293171,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000197622,CDC42SE1,0.0536394441582762,0.0476295115311359,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000162599,NFIA,0.05356150760881,-0.1559839012006043,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000162241,SLC25A45,0.0535542421304303,0.0541379170933515,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000164172,MOCS2,0.0535058696246157,-0.0592872054604163,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000146072,TNFRSF21,-0.0534933927337023,-0.0898079719204725,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000166710,B2M,-0.0534465790316677,0.0822908795264714,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000153815,CMIP,-0.0534262792674582,0.0530543168417361,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000124145,SDC4,-0.0534196576706081,-0.0746552564437149,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000128294,TPST2,-0.0533656860988559,-0.0338104705123606,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000214113,LYRM4,0.0533329472647692,-0.0358749096161663,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000136930,PSMB7,-0.0532860147482982,-0.0522706580237799,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000091436,MAP3K20,-0.0532729063867324,-0.0814587695949925,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000119314,PTBP3,-0.0532485097934714,-0.0200247023579667,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000123243,ITIH5,0.053241819038174,-0.0928960864553061,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000183741,CBX6,-0.0532363000078543,-0.0681393132537703,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000197223,C1D,-0.0532324810406237,-0.0253740503142015,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000132386,SERPINF1,-0.0531910746104258,-0.2618699231618852,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000130741,EIF2S3,0.0531768950265223,0.0091528354680911,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000183726,TMEM50A,-0.0531749325235939,-0.1122373170280111,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000132669,RIN2,-0.0531414666774511,-0.0093670164463047,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000196684,HSH2D,0.053108841021214,0.0505606490023561,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000102780,DGKH,-0.0531078368285419,-0.013200198534908,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000197694,SPTAN1,-0.0530930733274411,-0.0346509129622772,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000120915,EPHX2,0.0530571728809182,0.0176003290147743,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000104660,LEPROTL1,-0.053047125799333,0.0857311511211296,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000096746,HNRNPH3,-0.053028038850814,-0.0357854586921673,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000112343,TRIM38,0.0530195530613161,-0.0230229523224408,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000237190,CDKN2AIPNL,0.0530067292790031,0.0034855571855288,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000134897,BIVM,0.0529773930898893,-0.0114856544226237,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000164219,PGGT1B,-0.0529370916157921,-0.0193530454337576,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000124766,SOX4,-0.0529199743249682,0.023335507943303,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000115233,PSMD14,-0.0528520073592833,0.0159147814417074,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000108561,C1QBP,0.0528498095248425,-0.0103046299048954,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000099246,RAB18,-0.0528477942921205,-0.0375008108571487,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171443,ZNF524,-0.0528427922218264,-0.0357095860407827,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000187098,MITF,-0.052828527716019,-0.1386140151988317,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000117228,GBP1,-0.0527721474149459,-0.0155602077705251,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000065150,IPO5,-0.0527648823077599,-0.0894853112755196,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000022277,RTF2,-0.0527601862706765,0.004191608754474,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000104915,STX10,0.0527600626320993,-0.0277228356221169,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000108799,EZH1,0.0527087111178773,-0.019681917381291,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000153922,CHD1,-0.0527043229928402,-0.0178006390594773,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000091164,TXNL1,-0.0526798069936243,-0.0383063758436196,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000119139,TJP2,-0.0526380324848065,-0.0446680980607102,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000123610,TNFAIP6,-0.0526377549370445,-0.0816739536528437,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000153879,CEBPG,-0.0526239786691038,0.0027667031260747,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000159403,C1R,-0.0526228173360076,-0.2830290313082894,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000101443,WFDC2,-0.0526092530606624,-0.0220679479620278,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000157224,CLDN12,-0.0525884747714944,-0.0729962592662331,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000161091,MFSD12,-0.0525874954833298,-0.0479306354575712,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000075884,ARHGAP15,0.0525715828662607,0.1045737482666587,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000049323,LTBP1,-0.0524610040557845,-0.1119266596043607,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000141524,TMC6,0.0523897795576259,0.0539147256889552,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000143753,DEGS1,-0.0523733560907977,-0.0072173645602267,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000105329,TGFB1,0.0523719165190551,0.0210705240552361,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000151150,ANK3,0.0523560817921562,0.0582338782436137,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000113141,IK,0.0523353606967922,-0.0056510503637028,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000181467,RAP2B,-0.0523177284175007,-0.0548061487604093,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000153048,CARHSP1,-0.0523098778248219,-0.0730924650853176,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000104613,INTS10,0.0523076755675963,-0.0180940857327611,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000118564,FBXL5,-0.0522840416655415,-0.0135125206470828,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000106615,RHEB,-0.0522493471619172,-0.0608409051729431,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000123358,NR4A1,0.0522134868364825,-0.1531028442831665,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000101040,ZMYND8,-0.0521659938656058,-0.0054740910160518,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000122641,INHBA,-0.0521454938126034,-0.0848904261152129,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000188761,BCL2L15,-0.0521446504600834,0.0008033657256596,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000086589,RBM22,0.0520932799586007,-0.0098914262954529,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000114857,NKTR,0.0520915102005462,0.0586670955693888,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000189171,S100A13,0.0520883347051594,-0.187703957897336,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171608,PIK3CD,0.0520846866862467,0.03202757159435,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000108821,COL1A1,-0.0520770487106486,-0.190638450708604,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000125611,CHCHD5,-0.0520732119899079,-0.0304220945003253,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000226777,FAM30A,0.0520295112364774,0.0512614815784823,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000142694,EVA1B,-0.0520260984388678,-0.0493986322944881,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000110002,VWA5A,-0.0519807859922969,-0.0679300693078171,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171634,BPTF,0.0519740799189389,-0.0071701477093475,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000148737,TCF7L2,-0.0519708796582588,-0.0787885781618724,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000104814,MAP4K1,0.0519642600774471,0.0638174013426661,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000011566,MAP4K3,-0.0519622621725134,-0.0663148259073857,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000013306,SLC25A39,-0.051956265829754,-0.0052316900577612,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000064012,CASP8,0.0519524709172981,0.0724073264731924,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000213654,GPSM3,0.0519320749834542,0.1391116161690531,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000141469,SLC14A1,0.0519208456718905,0.0130354370911471,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000157483,MYO1E,-0.0519067521977725,-0.0023587778449805,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000163823,CCR1,-0.0519022078385431,-0.0134406408132595,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000124214,STAU1,0.0518986448645495,-0.0283590337427431,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000116741,RGS2,0.0518739004750523,-0.0225139157118332,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000054282,SDCCAG8,-0.051869299510717,-0.0517994771155098,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000177425,PAWR,-0.0518401101000767,-0.0434444679012608,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000070814,TCOF1,0.0517965931327684,-0.0295301057228828,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000065911,MTHFD2,-0.051776106141082,-0.0441530351941461,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000166405,RIC3,0.0517587382570155,0.0233578106948709,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000173137,ADCK5,-0.0517503114568432,-0.0055517572724384,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000177410,ZFAS1,-0.0517400327791689,-0.0111495181520216,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000090905,TNRC6A,0.0517392316180301,-0.0416183138271345,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000119632,IFI27L2,-0.0517004344155672,-0.0630162189724669,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000124155,PIGT,0.0516537127224712,-0.1590023667582011,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000205045,SLFN12L,0.051636913985152,0.0643763981798374,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000125977,EIF2S2,-0.0516300155832881,-0.0059043383747888,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000149196,HIKESHI,-0.0516212015743035,-0.0331862417163315,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000187840,EIF4EBP1,-0.0516103048851775,-0.0676124930132759,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000102977,ACD,0.0516064915650896,0.0362186276638355,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000149418,ST14,-0.0515913019467351,-0.0399735986242886,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000177889,UBE2N,0.0515478259119357,0.0369822325341446,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000177383,MAGEF1,-0.0515442432459188,-0.0124941502220237,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000144283,PKP4,-0.0515159639792859,0.0126765904257596,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000163162,RNF149,-0.0515105756148176,-0.0239833286945313,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000076662,ICAM3,0.05150232385178,0.1486267860147349,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000148334,PTGES2,-0.0514986567997031,-0.010311198717966,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000205413,SAMD9,-0.0514804177221493,0.022153820380237,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000162298,SYVN1,0.0514794670387141,-0.0333928986368197,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000135720,DYNC1LI2,-0.0514613714587495,-0.0097901338059244,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000100591,AHSA1,0.0514454900318814,-0.0071927095108108,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000168610,STAT3,0.0514399056541412,-0.041655915659155,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000075618,FSCN1,-0.0514391862227377,0.0019953842913978,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000113583,C5orf15,-0.0514299024418529,-0.0412980757676696,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000140990,NDUFB10,-0.0514285544439744,-0.045370047827396,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000112697,TMEM30A,-0.0514207339544698,-0.0520017545676479,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000147853,AK3,0.0513748887596095,-0.0204091910791792,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000106605,BLVRA,-0.0513746498366031,-0.066462992107507,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000172172,MRPL13,-0.051327403317688,-0.0016043890094707,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000198740,ZNF652,0.0513122844585557,0.0104588812851527,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000154175,ABI3BP,0.0513105333983382,-0.1461620278655313,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000179403,VWA1,-0.0513064895015538,0.04195008706524,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000213995,NAXD,-0.0512906800128279,-0.0116751956576407,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000111321,LTBR,-0.0512811543664226,-0.0740600659469601,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000138073,PREB,-0.0512636105788783,-0.0234477555042124,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000139832,RAB20,-0.0512536306339636,-0.0423164778869174,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000100280,AP1B1,-0.0512405609577339,-0.0527547452348029,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000162889,MAPKAPK2,-0.0512393545379673,-0.0725671906363902,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000100897,DCAF11,-0.051237472294718,-0.0115405614511632,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000131165,CHMP1A,-0.0512284426182719,-0.0354470470749357,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000133773,CCDC59,0.0512200298672113,0.0159603089183617,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000145337,PYURF,-0.0512133018332054,-0.0656756758719097,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000006652,IFRD1,0.0511737359279863,0.0107465120160909,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000122140,MRPS2,-0.0511264498050041,-0.0005597986984964,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000111481,COPZ1,-0.0510942531559914,-0.0364408316136624,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000165630,PRPF18,0.0510713846734277,0.0034241579936563,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000143416,SELENBP1,-0.0510713789940751,-0.0447705229013892,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171314,PGAM1,0.0510570067256847,-0.0139213626377537,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000144741,SLC25A26,0.051039298640047,-0.0023602374090572,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000132475,H3-3B,-0.0510317683393655,-0.055107244158202,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000155629,PIK3AP1,-0.0510295142614092,-0.0169168102317251,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000136213,CHST12,0.0510102886551455,-0.0013764313480219,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000185262,UBALD2,-0.0509870794569956,0.037240205502038,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000130821,SLC6A8,-0.0509838956212688,-0.0655942913087105,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000107874,CUEDC2,-0.0509594787983074,-0.0111867531992747,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000164463,CREBRF,0.0509196578498849,-0.0210962202506421,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000240505,TNFRSF13B,0.0509176995995928,0.1113588047017162,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000129083,COPB1,-0.0509020653176213,-0.0429401916080111,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000132274,TRIM22,0.0508927812414069,-0.0242317739798649,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000197253,TPSB2,-0.0508715460381003,-0.0845017245998969,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000159140,SON,0.0508610182436989,-0.0249044620839795,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000090861,AARS1,-0.0508129138452397,-0.0483448796063182,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000116288,PARK7,-0.0508072191458613,-0.0617974475364311,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000126353,CCR7,0.0507334712901017,0.1217859850523096,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000108106,UBE2S,-0.0506922155490754,0.0165003376594662,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000157895,C12orf43,0.0506491399170854,0.0020712951899665,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000167105,TMEM92,-0.0506458416822181,-0.0120292366249526,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000115464,USP34,0.0506308239685577,-0.030404243222084,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000005194,CIAPIN1,-0.0506128045180937,-0.0200632033088522,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000171843,MLLT3,0.0506077297978641,0.0300572473908937,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000149231,CCDC82,0.0506037888305496,0.0013560498164999,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000071282,LMCD1,-0.0505960677750645,-0.0073512963307052,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000173085,COQ2,-0.0505254698856138,-0.0201564301719009,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000140297,GCNT3,-0.0505212980672628,-0.0288869891931837,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000076685,NT5C2,-0.0504986327417893,-0.0050902609765897,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000101365,IDH3B,0.0504984672421044,-0.0195669812039271,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000127990,SGCE,0.0504514605645427,-0.1398965189366967,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000118922,KLF12,0.050443227389036,-0.0064956522244311,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000134287,ARF3,-0.0504215327631396,-0.0572740360738622,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000183020,AP2A2,-0.0504042575983722,-0.0525323063319197,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000025800,KPNA6,0.0503903651426442,-0.0149669950608368,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000075413,MARK3,0.0503624349890924,0.0150097474726816,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000111817,DSE,-0.0503532701567769,-0.0873156523590499,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000163728,TTC14,0.0503421631160185,-0.0098239538987451,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000173692,PSMD1,-0.0503360132268409,-0.0549123879161362,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000160712,IL6R,0.0502935003116167,0.0574278139106616,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000122550,KLHL7,0.0502707008706086,0.0398458318572953,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000181381,DDX60L,-0.0502698449682871,-0.0454049489254476,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000135686,KLHL36,0.0502476322751895,-0.0138253127816745,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000138029,HADHB,-0.0502070727199599,-0.0286004519748238,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000132912,DCTN4,-0.0501919641739089,-0.0062789329286277,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000064995,TAF11,0.0501538213475584,-0.0232786172712108,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000020426,MNAT1,0.0501535096639799,-0.0140394770101267,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000182957,SPATA13,0.0501445206536874,0.0330511026733762,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000100906,NFKBIA,-0.0500971764123541,-0.0340180027015939,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000268027,ENSG00000268027,0.0500875618417487,0.0802877523122047,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000124222,STX16,0.0500800182845293,0.008109367021111,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000166900,STX3,-0.0500679249545176,-0.0218740646699536,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000105698,USF2,-0.050016523996112,-0.005566925562692,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000187699,C2orf88,0.0500101336021731,0.082427261212157,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000197345,MRPL21,-0.0499846560271837,-0.0316542629707709,fibroblast__colorectum__normal_vs_colorectal_cancer
ENSG00000164144,ARFIP1,-0.0499425936602418,-0.0103077813859018,fibroblast__colorectum__normal_vs_colorectal_cancer
