pair,gene,gene_name,log2fc,cav_r
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000253506,NACA2,-0.053387981399441,0.0481578858689171
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000118900,UBN1,-0.0533872026793923,-0.037542435340304
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000123411,IKZF4,-0.0533703697687623,-0.057073173807349
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000096401,CDC5L,-0.0533700751518398,0.014139775241295
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000119285,HEATR1,-0.0533629483464527,-0.0173672436607045
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000156374,PCGF6,0.0533549107510885,0.0069459131193484
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000238227,TMEM250,-0.0533509315687952,-0.0822951200926563
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000162729,IGSF8,-0.0533365806481168,0.0165458994615231
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000120278,PLEKHG1,-0.0533023128347578,-0.0448524002085201
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000166471,TMEM41B,-0.0533020007976886,-0.002155593581904
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000126218,F10,-0.0532703676403859,-0.1184215120747339
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000166432,ZMAT1,-0.0532585349156989,-0.0029900699516324
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000096092,TMEM14A,0.0532464395808662,0.050407698021922
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000214078,CPNE1,-0.0532329108621937,-0.0355119236020374
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000165424,ZCCHC24,-0.0531975138394497,-0.0987327229030981
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000175471,MCTP1,-0.0531828938501099,-0.0682762854100795
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000167565,SERTAD3,-0.0531774423487537,-0.0458006671203314
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000092208,GEMIN2,-0.0531743268644546,-0.0192463498829298
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000198792,TMEM184B,-0.0531673501996664,-0.0342041234179124
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000188171,ZNF626,-0.0531461374420022,-0.0115175376237606
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000176124,DLEU1,0.0531458001121466,-0.0001714633698209
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000125505,MBOAT7,-0.0531347428399013,-0.0383357923087404
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000101000,PROCR,-0.0531074635336556,-0.0523487009870708
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000181220,ZNF746,-0.0530987533158204,-0.1525385591453817
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000089012,SIRPG,0.0530860259771202,0.0146836932507979
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000164902,PHAX,0.0530637682439465,0.0093121239033444
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000175592,FOSL1,-0.0530029897523291,-0.1085689388541514
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000105355,PLIN3,-0.0529884490027457,-0.0129348452067777
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000124789,NUP153,-0.052971294414609,-0.0592776758943049
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000110801,PSMD9,-0.0529695744830453,-0.1110090102411859
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000115648,MLPH,0.0529641161558764,0.0063158686451223
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000125386,FAM193A,-0.0529584942047075,-0.0365574434860589
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000064932,SBNO2,-0.0529401582606469,-0.0186634197662588
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000102910,LONP2,-0.0529320789382054,0.0132893551278978
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000100814,CCNB1IP1,0.0529282598055394,0.0243519068635435
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000134909,ARHGAP32,0.0529142877369129,-0.0235085960536034
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000156232,WHAMM,-0.0528993651565833,-0.0651498046987467
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000154328,NEIL2,-0.0528819115109827,-0.0437741564492926
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000253352,TUG1,-0.0528318797266379,-0.0418111824290758
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000157404,KIT,-0.0528302944681094,-0.027012745446021
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000164465,DCBLD1,0.0528295653464712,0.06108497833307
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196792,STRN3,-0.0528271670788905,0.0082965397181646
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000060971,ACAA1,-0.0528128862786827,-0.0449595536176741
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000071242,RPS6KA2,-0.052769609635072,0.0143301812599511
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000221947,XKR9,0.0527482760040354,-0.0269498813974363
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000102781,KATNAL1,-0.0527372943593564,-0.0605982546630879
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000159023,EPB41,-0.0527274785120431,-0.008964533280629
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000133706,LARS1,-0.0527161417421957,-0.0512440731738516
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000141543,EIF4A3,-0.052713502095472,-0.0675390655623111
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000166164,BRD7,-0.0527060548414656,-0.0278228554290754
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000075884,ARHGAP15,-0.0526548476234016,-0.0636774103638459
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000171806,METTL18,0.052621331701038,0.0305930000247247
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000151332,MBIP,0.05259805610739,0.0424151022087258
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000099810,MTAP,0.0525706581503706,0.01300184068857
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000198718,TOGARAM1,-0.0525645284964119,-0.0096982074002771
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000147536,GINS4,0.0525358728351389,0.0397515321942241
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000105364,MRPL4,-0.0525307903537433,-0.0095419136193857
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000104738,MCM4,0.0525300339885508,0.0450691129653279
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000168944,CEP120,-0.0524991127548966,-0.109293859347366
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000160007,ARHGAP35,-0.0524989258554069,-0.0615663227618028
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000049249,TNFRSF9,-0.0524883872642508,-0.0397602347898004
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000046653,GPM6B,-0.0524693194550014,-0.0572855679051913
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000224531,SMIM13,-0.0524317223758321,-0.0698125712058532
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000025434,NR1H3,-0.0524253096381062,-0.0577287712982788
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000138119,MYOF,-0.0524135104891046,-0.0290325858087569
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000184857,TMEM186,0.0524127764562399,0.0742865912399226
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000185686,PRAME,0.0524085639717825,0.1287271378151803
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000127526,SLC35E1,-0.0524040979561871,-0.0316544512180197
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000117697,NSL1,0.0523990112375629,-0.0014417734906641
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000143294,PRCC,-0.0523765114439902,-0.0454215752501479
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000172465,TCEAL1,-0.0523759531731044,-0.0401187172431982
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000117543,DPH5,0.0523758207255045,0.0246515076063728
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000157216,SSBP3,-0.0523639469453336,-0.1013580907282259
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000131373,HACL1,-0.0523620551477919,0.0126598709119578
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000171169,NAIF1,-0.0523600437912948,-0.0381165961723433
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000204217,BMPR2,-0.0523594073163889,-0.0183338261502552
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000228288,PCAT6,0.0523422157126502,0.0153503802323944
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000180957,PITPNB,-0.0523318356095645,-0.0109510293338946
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000101843,PSMD10,-0.0523090451865467,0.0163202841393581
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000157625,TAB3,-0.0522962968395229,-0.0796022570581376
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000213397,HAUS7,-0.0522468939624528,-0.067051063426378
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000198736,MSRB1,0.0522282637520515,0.0294604109531011
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000177646,ACAD9,-0.0521896478522479,-0.0238539301800668
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000139714,MORN3,0.0521885260979862,0.0250349424153411
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000166441,RPL27A,-0.0521792920707989,-0.1562033187432953
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000267680,ZNF224,-0.0521786738778261,-0.0157146369257612
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000169925,BRD3,-0.0521737701431039,0.0401325107950867
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000170962,PDGFD,-0.0521691665341974,-0.0167613240317987
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000134686,PHC2,-0.0521642687936525,-0.0160817080651424
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000075539,FRYL,-0.0521517075914914,-0.0416105524157841
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000249859,PVT1,-0.052131079795691,0.0644210365618718
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000134490,TMEM241,0.0521161800913665,0.022468543695174
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000092621,PHGDH,0.0521138578212844,0.0872577878457661
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000111647,BLTP3B,-0.0520780176001879,-0.051800362074864
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000154822,PLCL2,-0.0520755628740122,-0.0793384957552838
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000166484,MAPK7,-0.0520706643946393,-0.1063625025220255
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000158467,AHCYL2,-0.0520592372715946,0.0075466632453524
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000144744,UBA3,-0.0520533300712663,-0.019211818301946
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000112855,HARS2,-0.0520370682629237,-0.0101574250018938
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000166833,NAV2,0.0519867509676315,0.0134748799802192
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000129071,MBD4,-0.0519865043523707,-0.0313833452617305
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000197261,C6orf141,0.0519798861041883,0.0133795835783532
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000215251,FASTKD5,-0.0519734853656689,-0.0164926472048997
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000130349,MTRES1,-0.0519656852258212,0.076049938755487
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000119673,ACOT2,-0.0518983238855462,-0.0815886825214131
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000066855,MTFR1,0.0518590734650563,0.0082077016273287
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000108604,SMARCD2,-0.0518099071873129,-0.0648417668454773
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000087008,ACOX3,-0.0518059716773851,-0.0089625215316246
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000232859,LYRM9,-0.0517837900357879,-0.0126603458333115
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196636,SDHAF3,-0.051764749161257,-0.0173970579741712
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000112110,MRPL18,-0.0517535232314457,-0.0045632693220049
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000268205,ENSG00000268205,-0.0517434859433715,-0.0453232821440942
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000184281,TSSC4,-0.0517273738898246,-0.0138323623849935
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000177663,IL17RA,-0.0516965287536833,-0.0954520567294224
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000174705,SH3PXD2B,-0.0516596379390089,-0.1252296818805398
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000119640,ACYP1,-0.0516513646526557,0.0149232241267179
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000259225,LINC02345,-0.0516454810793756,0.002925104132423
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000182179,UBA7,-0.0516114577072424,-0.102775832338273
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000198839,ZNF277,-0.051598641097018,-0.0054506251831325
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000225921,NOL7,-0.0515946696432357,0.0364595625537227
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000215386,MIR99AHG,-0.0515935678853669,-0.0274530272462538
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000110987,BCL7A,0.0515815631146722,0.1009981965615199
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000140006,WDR89,0.0515408037850209,-0.0115886108061775
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000164008,C1orf50,-0.0515300785385872,-0.0621826876456419
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000187446,CHP1,0.0515289766490245,0.0421059361652179
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000166532,RIMKLB,0.0515152369643291,0.0181709078918663
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000225733,FGD5-AS1,-0.0514876254496468,-0.0190623775557368
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000171135,JAGN1,-0.0514866431189441,0.0016927671266754
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000021762,OSBPL5,-0.0514671349510171,-0.0474161348959833
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000154783,FGD5,-0.0514567762806849,-0.0978811648351704
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000131368,MRPS25,0.0514357763436608,-0.0114932901515519
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000086475,SEPHS1,0.0514340750615177,0.0589252368392654
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000128383,APOBEC3A,-0.0513916850361275,-0.1335688614782065
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000156299,TIAM1,-0.0513800901279474,-0.0587700035903227
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000039650,PNKP,-0.0513727551696818,-0.0134411063054346
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000147601,TERF1,-0.0512552052442862,-0.0782227274475268
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000257315,ZBED6,-0.0512550199326146,-0.0134270636612269
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000122877,EGR2,-0.0512283046885891,-0.1058019048771325
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000204120,GIGYF2,-0.0512171907619803,-0.0808391667112668
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000047346,ATOSA,-0.0512092440750735,-0.0402784385240297
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000177732,SOX12,0.0511838962763832,0.0379147262759486
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000019186,CYP24A1,0.0511724965296351,0.1163938243350955
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000154153,RETREG1,-0.0511720065084636,-0.0690463521550732
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000272168,CASC15,0.0511333539367134,0.0507099126285528
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000143748,NVL,0.051133162488654,0.0097719236881486
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000115649,CNPPD1,-0.051130154495033,-0.0457486525780879
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000151135,TMEM263,-0.0511184092126065,-0.0496439207084432
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000145725,PPIP5K2,-0.0511148292248057,-0.0661141086028846
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000084693,AGBL5,0.0511075278661385,0.0735729017776366
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000169375,SIN3A,-0.0510858310435246,-0.0072806581654745
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000120162,MOB3B,-0.051085571694539,-0.032532036475303
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000164114,MAP9,0.0510821473442337,0.0642259617636622
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000144677,CTDSPL,-0.0510573408348286,-0.0475278930132823
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196914,ARHGEF12,-0.0510526077704654,0.0485421528000952
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000100442,FKBP3,0.0510508903892614,-0.007555045594741
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000181852,RNF41,-0.0510500878928097,-0.0219689232699062
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000203724,C1orf53,0.0510444744906057,-0.0083240094756819
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000116191,RALGPS2,0.0510438514122619,0.0593104372460168
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000163428,LRRC58,-0.0510193930636621,-0.0575475766064264
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000149182,ARFGAP2,-0.0510086380633246,-0.0367384865732909
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000152348,ATG10,-0.0509917746785326,-0.0334142003927791
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000137955,RABGGTB,-0.0509852953829158,-0.0354872013176162
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000105327,BBC3,-0.0509778548210876,-0.077074738483882
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000103266,STUB1,-0.0509747364167331,-0.0075213840559045
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000134138,MEIS2,-0.0509681179773173,-0.0795212627726699
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000068885,IFT80,0.0509411982169759,0.0651124729066633
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000118407,FILIP1,-0.0509132874411176,-0.0921317574805853
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000119720,NRDE2,-0.0509073313549806,-0.0594240699893837
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000133561,GIMAP6,-0.050883455689232,-0.0652412305121481
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000132613,MTSS2,-0.0508799175781581,-0.1074954416219495
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000083535,PIBF1,-0.0508739727899079,-0.0463159836728962
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000256061,DNAAF4,-0.0508657277499489,-0.0308547712573996
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000101413,RPRD1B,-0.0508358184387101,-0.1092911966534308
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000282851,BISPR,-0.0508324537595142,-0.0693549425640552
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000119139,TJP2,-0.0508222536120429,-0.0250704941970529
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000107625,DDX50,-0.0508090310815017,-0.0248145608095979
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000227053,MUC12-AS1,-0.05079634870253,0.0116015346893752
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000187091,PLCD1,-0.0507950584558093,-0.0328465386707368
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000161217,PCYT1A,-0.0507880509373929,-0.0716106024943384
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000172349,IL16,-0.0507746287737838,-0.0690760374492847
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000146535,GNA12,-0.0507035653219221,-0.1132079736847062
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000170088,TMEM192,-0.0506881406630907,-0.0318097984671835
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000136237,RAPGEF5,-0.0506625080292881,-0.038221102993295
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000128311,TST,0.050642444349031,-6.235137801559768e-05
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000114698,PLSCR4,-0.0506380033772417,-0.0283117446865371
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000265692,LINC01970,-0.0506296614820452,-0.0625131926535687
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000175581,MRPL48,-0.0506124475359574,0.0362569078437884
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000162923,WDR26,0.0506072878149915,-0.0679091892565088
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000161920,MED11,0.0505927281719423,-0.031458047069443
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000085719,CPNE3,0.0505877620440936,-0.0104658540633461
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000134759,ELP2,-0.0505840392656817,-0.101828629082832
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000166619,BLCAP,-0.0505643650424257,-0.0072653246687875
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000178425,NT5DC1,-0.0505568149136225,-0.0140282327130935
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000137804,NUSAP1,0.0505480821433088,0.0694946151592996
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000256223,ZNF10,-0.0505398191152501,-9.072766571594232e-05
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000175182,FAM131A,-0.0505322107749852,-0.0010794792030642
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000153944,MSI2,-0.0505250756576413,-0.0234973640611689
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000178562,CD28,-0.0505007179299744,-0.0860163142428248
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000102804,TSC22D1,-0.0504986693527624,-0.029918695988094
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000084676,NCOA1,-0.0504950174896535,-0.0428339425632334
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000145431,PDGFC,-0.0504943445525778,-0.0694552990105435
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000100994,PYGB,-0.0504879488266574,-0.0642037126890224
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000149798,CDC42EP2,-0.0504719774157102,-0.0884727486428759
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000109472,CPE,-0.0504641041682942,-0.0403264067643408
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000185507,IRF7,-0.0504584004117908,-0.072418632804874
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000122952,ZWINT,0.0504554557214529,0.0839166879871342
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000128513,POT1,0.0504482717839541,0.0054128665843429
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000121057,AKAP1,0.0504414720593372,0.0627096934009688
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000124313,IQSEC2,-0.0504024534767182,-0.041937929122633
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000130005,GAMT,0.0503968135468616,0.0284955894235026
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000138646,HERC5,-0.050389093227859,-0.0219374186705989
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000184677,ZBTB40,-0.0503846499302503,-0.0026919185125408
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000140259,MFAP1,0.0503723125697571,-0.0243806218142142
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000153767,GTF2E1,-0.0503411799532161,-0.0286646970662905
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000123352,SPATS2,0.0503132673999891,0.0122204370884658
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000083307,GRHL2,0.0503115787890529,0.0473006569503869
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000141337,ARSG,-0.0503111637903301,-0.0613552001716932
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000065308,TRAM2,-0.0502543484868742,-0.0399066156777418
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000139718,SETD1B,-0.0502524101680936,-0.0500775788651905
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000059122,FLYWCH1,-0.0502392614367153,-0.092748463066027
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196642,RABL6,0.0502389737879566,0.0119701217864596
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000188157,AGRN,0.0502352697804817,0.0761894186280727
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000112624,BICRAL,-0.0502342815912154,-0.1248143793750288
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000130768,SMPDL3B,0.0502231053820839,-0.0056862000605338
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000070444,MNT,-0.0502105034223472,-0.0438337293947787
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000148450,MSRB2,0.0501769075193778,0.0298501668987517
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000215440,NPEPL1,0.0501672836658643,-0.0251013016329179
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000158552,ZFAND2B,-0.0501486199929781,0.0164933568944852
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000053747,LAMA3,0.0501387129890419,0.0172051578022874
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000101213,PTK6,0.0501102957521447,-0.0361368894064116
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000197879,MYO1C,-0.0500983804916103,0.0417872361354793
