pair,gene,gene_name,log2fc,cav_r
neutrophil__breast__normal_vs_breast_cancer,ENSG00000140995,DEF8,-0.0836606301482066,-0.0916365446630515
neutrophil__breast__normal_vs_breast_cancer,ENSG00000135482,ZC3H10,0.0836377268791971,0.0454405100913038
neutrophil__breast__normal_vs_breast_cancer,ENSG00000096968,JAK2,0.0835614791646965,0.1142392541652009
neutrophil__breast__normal_vs_breast_cancer,ENSG00000168807,SNTB2,-0.083547415691195,-0.0213741083381495
neutrophil__breast__normal_vs_breast_cancer,ENSG00000213585,VDAC1,0.0835398715825105,0.1689503187263563
neutrophil__breast__normal_vs_breast_cancer,ENSG00000136141,LRCH1,0.0835311023960573,0.1473136934314953
neutrophil__breast__normal_vs_breast_cancer,ENSG00000069399,BCL3,-0.0835188054172481,0.0536120398562877
neutrophil__breast__normal_vs_breast_cancer,ENSG00000183207,RUVBL2,-0.0834593792480147,-0.0612816739887402
neutrophil__breast__normal_vs_breast_cancer,ENSG00000146416,AIG1,0.0834423444912068,0.1908838738386881
neutrophil__breast__normal_vs_breast_cancer,ENSG00000165832,TRUB1,0.0834269998308692,0.1324743574165438
neutrophil__breast__normal_vs_breast_cancer,ENSG00000164105,SAP30,0.083394706512376,0.1080057462563961
neutrophil__breast__normal_vs_breast_cancer,ENSG00000090376,IRAK3,0.0833676860250901,0.0594479858609043
neutrophil__breast__normal_vs_breast_cancer,ENSG00000177352,CCDC71,0.0833619331977757,0.0978029872357103
neutrophil__breast__normal_vs_breast_cancer,ENSG00000128915,ICE2,-0.0833580411875702,0.0466427080790254
neutrophil__breast__normal_vs_breast_cancer,ENSG00000087338,GMCL1,-0.0833373156554008,0.0095032128727316
neutrophil__breast__normal_vs_breast_cancer,ENSG00000066654,THUMPD1,0.0832886282890235,-0.0626428667472592
neutrophil__breast__normal_vs_breast_cancer,ENSG00000260804,LINC01963,-0.0831863299972804,-0.0519704067587769
neutrophil__breast__normal_vs_breast_cancer,ENSG00000241343,RPL36A,0.0831706049702929,0.1699249516490328
neutrophil__breast__normal_vs_breast_cancer,ENSG00000145391,SETD7,0.0831684235494741,0.1064907943494728
neutrophil__breast__normal_vs_breast_cancer,ENSG00000185728,YTHDF3,0.0831117743978642,0.1084970785978262
neutrophil__breast__normal_vs_breast_cancer,ENSG00000115604,IL18R1,-0.0830602313995651,-0.1626904848143756
neutrophil__breast__normal_vs_breast_cancer,ENSG00000117143,UAP1,0.0829865049966459,0.0434934931094591
neutrophil__breast__normal_vs_breast_cancer,ENSG00000148153,INIP,0.0829802921242658,0.0828568146763717
neutrophil__breast__normal_vs_breast_cancer,ENSG00000198728,LDB1,0.0829770950870024,0.099015405035557
neutrophil__breast__normal_vs_breast_cancer,ENSG00000079739,PGM1,-0.0829664078809789,0.0641720113279347
neutrophil__breast__normal_vs_breast_cancer,ENSG00000156738,MS4A1,0.0829336473331595,0.0970248076583567
neutrophil__breast__normal_vs_breast_cancer,ENSG00000087448,KLHL42,0.0829045931542533,0.1513051525575392
neutrophil__breast__normal_vs_breast_cancer,ENSG00000113621,TXNDC15,0.0828851185815717,0.0494834411027426
neutrophil__breast__normal_vs_breast_cancer,ENSG00000241106,HLA-DOB,0.0828722335663122,0.0863663751015688
neutrophil__breast__normal_vs_breast_cancer,ENSG00000256060,TRAPPC2B,-0.082854084076434,0.0623455570042496
neutrophil__breast__normal_vs_breast_cancer,ENSG00000162032,SPSB3,-0.0828466842060438,0.0277524443448182
neutrophil__breast__normal_vs_breast_cancer,ENSG00000112182,BACH2,-0.0828159084584591,-0.0773745531496808
neutrophil__breast__normal_vs_breast_cancer,ENSG00000205903,ZNF316,0.0828064413185511,-0.1012776577915478
neutrophil__breast__normal_vs_breast_cancer,ENSG00000178694,NSUN3,-0.0827953775248359,0.0010534940874608
neutrophil__breast__normal_vs_breast_cancer,ENSG00000131899,LLGL1,0.0827770048115385,-0.0813624286184922
neutrophil__breast__normal_vs_breast_cancer,ENSG00000080298,RFX3,-0.0827752734484468,-0.0292296272214609
neutrophil__breast__normal_vs_breast_cancer,ENSG00000089057,SLC23A2,0.0827727020567111,0.096190099811946
neutrophil__breast__normal_vs_breast_cancer,ENSG00000126522,ASL,-0.0827614411418608,0.0258061610408787
neutrophil__breast__normal_vs_breast_cancer,ENSG00000154803,FLCN,0.0827508150913245,0.0361166603371696
neutrophil__breast__normal_vs_breast_cancer,ENSG00000084676,NCOA1,0.082721991465607,0.0392173930443343
neutrophil__breast__normal_vs_breast_cancer,ENSG00000162521,RBBP4,-0.0826841693630596,0.1522646942691035
neutrophil__breast__normal_vs_breast_cancer,ENSG00000169895,SYAP1,0.082657836329497,0.1443348870861047
neutrophil__breast__normal_vs_breast_cancer,ENSG00000150977,RILPL2,0.082651614353044,0.0662829976177752
neutrophil__breast__normal_vs_breast_cancer,ENSG00000104517,UBR5,-0.0826485582515847,-0.0158463203080564
neutrophil__breast__normal_vs_breast_cancer,ENSG00000075618,FSCN1,0.0826358151569333,0.2417100097596606
neutrophil__breast__normal_vs_breast_cancer,ENSG00000136436,CALCOCO2,-0.0826329802088193,0.0689557789651775
neutrophil__breast__normal_vs_breast_cancer,ENSG00000163814,CDCP1,0.0825866101391521,0.1301809458453776
neutrophil__breast__normal_vs_breast_cancer,ENSG00000172869,DMXL1,-0.0825709168901554,0.0237772267650475
neutrophil__breast__normal_vs_breast_cancer,ENSG00000104946,TBC1D17,-0.0825586953405677,0.0078986252270207
neutrophil__breast__normal_vs_breast_cancer,ENSG00000213186,TRIM59,0.0824855338800049,-0.0288054438429213
neutrophil__breast__normal_vs_breast_cancer,ENSG00000124784,RIOK1,0.0824739540227097,0.0311205692882011
neutrophil__breast__normal_vs_breast_cancer,ENSG00000096717,SIRT1,0.0824577361275423,0.0921575157231488
neutrophil__breast__normal_vs_breast_cancer,ENSG00000233901,LINC01503,0.0824466392059993,0.1699254460660381
neutrophil__breast__normal_vs_breast_cancer,ENSG00000112685,EXOC2,-0.0824245861904014,-0.0218042786326628
neutrophil__breast__normal_vs_breast_cancer,ENSG00000175895,PLEKHF2,0.0823949843372912,0.0122780930741474
neutrophil__breast__normal_vs_breast_cancer,ENSG00000105856,HBP1,-0.0823895392211104,-0.0047571432681768
neutrophil__breast__normal_vs_breast_cancer,ENSG00000104043,ATP8B4,0.0823833934053348,0.1052342354233454
neutrophil__breast__normal_vs_breast_cancer,ENSG00000185238,PRMT3,-0.0823713872675854,-0.0675389851202973
neutrophil__breast__normal_vs_breast_cancer,ENSG00000087258,GNAO1,-0.0823686975490071,-0.0115171189850274
neutrophil__breast__normal_vs_breast_cancer,ENSG00000133275,CSNK1G2,0.0823569702477115,0.0108068537749413
neutrophil__breast__normal_vs_breast_cancer,ENSG00000157823,AP3S2,0.0822075463856011,0.0624364304829219
neutrophil__breast__normal_vs_breast_cancer,ENSG00000088387,DOCK9,-0.0821677003905829,-0.072951543400786
neutrophil__breast__normal_vs_breast_cancer,ENSG00000215193,PEX26,-0.0820916526662993,0.0888266941424349
neutrophil__breast__normal_vs_breast_cancer,ENSG00000155099,PIP4P2,0.0820721551482712,0.0353874512672413
neutrophil__breast__normal_vs_breast_cancer,ENSG00000213719,CLIC1,0.0820588098815276,0.2480710430653264
neutrophil__breast__normal_vs_breast_cancer,ENSG00000101596,SMCHD1,-0.0820297725577721,-0.145894386602134
neutrophil__breast__normal_vs_breast_cancer,ENSG00000152229,PSTPIP2,-0.081992561022875,0.0311835794599464
neutrophil__breast__normal_vs_breast_cancer,ENSG00000162630,B3GALT2,-0.0819643414557194,-0.0920023215907643
neutrophil__breast__normal_vs_breast_cancer,ENSG00000185477,GPRIN3,-0.0819350784024397,0.06512396976823
neutrophil__breast__normal_vs_breast_cancer,ENSG00000056050,HPF1,-0.0819107020978421,-0.0289132172505393
neutrophil__breast__normal_vs_breast_cancer,ENSG00000114480,GBE1,0.0818571657493025,0.0245725219887021
neutrophil__breast__normal_vs_breast_cancer,ENSG00000105778,AVL9,0.0818453250065145,-0.0280607704576917
neutrophil__breast__normal_vs_breast_cancer,ENSG00000162639,HENMT1,0.0818196245129099,0.0452215234229086
neutrophil__breast__normal_vs_breast_cancer,ENSG00000154743,TSEN2,-0.0817201554902228,0.0323021206756119
neutrophil__breast__normal_vs_breast_cancer,ENSG00000255198,SNHG9,-0.0816738076729538,-0.000848384944807
neutrophil__breast__normal_vs_breast_cancer,ENSG00000119403,PHF19,0.0816356322525816,0.0724692896253029
neutrophil__breast__normal_vs_breast_cancer,ENSG00000154174,TOMM70,-0.0816197295035871,-0.0190115967897985
neutrophil__breast__normal_vs_breast_cancer,ENSG00000183605,SFXN4,0.0816182741020686,0.1273405449732537
neutrophil__breast__normal_vs_breast_cancer,ENSG00000057252,SOAT1,0.0815876882313465,0.2217351249304791
neutrophil__breast__normal_vs_breast_cancer,ENSG00000071082,RPL31,-0.0815752271485868,0.0050414906621986
neutrophil__breast__normal_vs_breast_cancer,ENSG00000100364,KIAA0930,0.0815749077488557,0.2336367164954838
neutrophil__breast__normal_vs_breast_cancer,ENSG00000125871,MGME1,0.0814870996074341,0.0805619951405138
neutrophil__breast__normal_vs_breast_cancer,ENSG00000101901,ALG13,0.0814813433246871,0.0711228625705047
neutrophil__breast__normal_vs_breast_cancer,ENSG00000130939,UBE4B,0.0814623339208378,0.1510974906889512
neutrophil__breast__normal_vs_breast_cancer,ENSG00000102390,PBDC1,0.0814500184005909,0.0683304008884546
neutrophil__breast__normal_vs_breast_cancer,ENSG00000068784,SRBD1,0.0814103765117034,0.0822053179746082
neutrophil__breast__normal_vs_breast_cancer,ENSG00000117395,EBNA1BP2,0.0813961213247809,0.1138616372868259
neutrophil__breast__normal_vs_breast_cancer,ENSG00000165733,BMS1,-0.0813956100882862,0.0432210859998854
neutrophil__breast__normal_vs_breast_cancer,ENSG00000115944,COX7A2L,0.0813518845373224,0.0627392013979819
neutrophil__breast__normal_vs_breast_cancer,ENSG00000065029,ZNF76,0.0813499385625331,0.0754083843894171
neutrophil__breast__normal_vs_breast_cancer,ENSG00000180667,YOD1,-0.0813431145424441,-0.0183686227555684
neutrophil__breast__normal_vs_breast_cancer,ENSG00000126107,HECTD3,0.0813429769808396,0.0817019728928776
neutrophil__breast__normal_vs_breast_cancer,ENSG00000173638,SLC19A1,0.0813369009823883,0.1546826160386165
neutrophil__breast__normal_vs_breast_cancer,ENSG00000159140,SON,-0.0813224506110137,0.001557853321919
neutrophil__breast__normal_vs_breast_cancer,ENSG00000160211,G6PD,0.0813136479515343,0.0840210387081512
neutrophil__breast__normal_vs_breast_cancer,ENSG00000106554,CHCHD3,0.0812742236883079,0.1488586906552078
neutrophil__breast__normal_vs_breast_cancer,ENSG00000163257,DCAF16,0.0812707860172062,-0.009422494912235
neutrophil__breast__normal_vs_breast_cancer,ENSG00000070047,PHRF1,0.0812618106755559,0.1159860231301123
neutrophil__breast__normal_vs_breast_cancer,ENSG00000215251,FASTKD5,-0.0812344030409675,0.0532275480138621
neutrophil__breast__normal_vs_breast_cancer,ENSG00000163516,ANKZF1,0.081183461464673,0.0394644358346506
neutrophil__breast__normal_vs_breast_cancer,ENSG00000205765,RIMOC1,0.0811795800685127,0.0640476350380586
neutrophil__breast__normal_vs_breast_cancer,ENSG00000124659,TBCC,0.0811733284854455,-0.0643981474649824
neutrophil__breast__normal_vs_breast_cancer,ENSG00000268734,ENSG00000268734,0.0811396218327986,0.0593339226796241
neutrophil__breast__normal_vs_breast_cancer,ENSG00000061987,MON2,0.081136518911514,0.0980453296562842
neutrophil__breast__normal_vs_breast_cancer,ENSG00000135414,GDF11,-0.0811155905692657,-0.050282594636771
neutrophil__breast__normal_vs_breast_cancer,ENSG00000138698,RAP1GDS1,0.0810894553796599,0.0343710186688924
neutrophil__breast__normal_vs_breast_cancer,ENSG00000079785,DDX1,0.0810804995704795,0.0867387924648474
neutrophil__breast__normal_vs_breast_cancer,ENSG00000112146,FBXO9,0.0810309969518996,0.1977400940842358
neutrophil__breast__normal_vs_breast_cancer,ENSG00000157404,KIT,0.0810229621149531,0.0708361803894214
neutrophil__breast__normal_vs_breast_cancer,ENSG00000181404,WASHC1,-0.0809978172703327,-0.0337347461244345
neutrophil__breast__normal_vs_breast_cancer,ENSG00000213445,SIPA1,0.0809781985471632,0.0682591884256632
neutrophil__breast__normal_vs_breast_cancer,ENSG00000107672,NSMCE4A,0.0809611223907873,0.002813972710437
neutrophil__breast__normal_vs_breast_cancer,ENSG00000198954,KIFBP,0.0809085988264684,0.0979207696347238
neutrophil__breast__normal_vs_breast_cancer,ENSG00000185482,STAC3,0.0808865740220251,0.2081263061857015
neutrophil__breast__normal_vs_breast_cancer,ENSG00000183155,RABIF,0.0808734678000389,0.1386150001123565
neutrophil__breast__normal_vs_breast_cancer,ENSG00000105829,BET1,-0.0808622689892868,0.0900967980476082
neutrophil__breast__normal_vs_breast_cancer,ENSG00000090530,P3H2,0.0808573932681925,0.1766612688081753
neutrophil__breast__normal_vs_breast_cancer,ENSG00000117174,ZNHIT6,-0.0808462741628189,0.0280618529959233
neutrophil__breast__normal_vs_breast_cancer,ENSG00000126391,FRMD8,0.0807892657610258,0.0851086082411176
neutrophil__breast__normal_vs_breast_cancer,ENSG00000166908,PIP4K2C,0.0807748049813224,-0.0367687103313503
neutrophil__breast__normal_vs_breast_cancer,ENSG00000168137,SETD5,0.0807518419873548,0.0987895977749685
neutrophil__breast__normal_vs_breast_cancer,ENSG00000122884,P4HA1,0.080729959093742,0.1534503238008714
neutrophil__breast__normal_vs_breast_cancer,ENSG00000151117,TMEM86A,0.0807141093600139,0.2097315388065026
neutrophil__breast__normal_vs_breast_cancer,ENSG00000081014,AP4E1,0.0806812702202307,0.0611225027102663
neutrophil__breast__normal_vs_breast_cancer,ENSG00000144535,DIS3L2,0.0806334575136332,0.0327248348470698
neutrophil__breast__normal_vs_breast_cancer,ENSG00000170270,GON7,0.0806126449829308,0.1423379960483844
neutrophil__breast__normal_vs_breast_cancer,ENSG00000072501,SMC1A,0.0805628080487101,0.0177126409970253
neutrophil__breast__normal_vs_breast_cancer,ENSG00000185009,AP3M1,0.0805539014431231,0.0666150640142859
neutrophil__breast__normal_vs_breast_cancer,ENSG00000166452,AKIP1,0.080534976264645,0.0654288707599
neutrophil__breast__normal_vs_breast_cancer,ENSG00000083844,ZNF264,-0.0805269190214102,0.0543587027684391
neutrophil__breast__normal_vs_breast_cancer,ENSG00000140943,MBTPS1,0.0804810823300578,0.0837239879891216
neutrophil__breast__normal_vs_breast_cancer,ENSG00000133805,AMPD3,0.0804711968679516,0.0818820918593454
neutrophil__breast__normal_vs_breast_cancer,ENSG00000174749,FAM241A,0.0804244396472959,0.0650570480106459
neutrophil__breast__normal_vs_breast_cancer,ENSG00000182400,TRAPPC6B,-0.0804115631760717,0.0228049091791812
neutrophil__breast__normal_vs_breast_cancer,ENSG00000159079,CFAP298,0.0804060756891782,0.0767300256318018
neutrophil__breast__normal_vs_breast_cancer,ENSG00000188404,SELL,-0.0803848618435461,0.0428667991353602
neutrophil__breast__normal_vs_breast_cancer,ENSG00000156299,TIAM1,0.0803834192876558,0.1431275867204053
neutrophil__breast__normal_vs_breast_cancer,ENSG00000160551,TAOK1,-0.0803520092893106,0.1116210430936332
neutrophil__breast__normal_vs_breast_cancer,ENSG00000148399,DPH7,0.0803217949932003,0.0469331087308382
neutrophil__breast__normal_vs_breast_cancer,ENSG00000174004,NRROS,0.08030628809497,0.1553432619089802
neutrophil__breast__normal_vs_breast_cancer,ENSG00000100360,IFT27,0.0802629156885296,0.0300028510047482
neutrophil__breast__normal_vs_breast_cancer,ENSG00000116752,BCAS2,-0.080256260946303,0.0508825141516602
neutrophil__breast__normal_vs_breast_cancer,ENSG00000101138,CSTF1,-0.0801892862155553,0.0551552657107994
neutrophil__breast__normal_vs_breast_cancer,ENSG00000171302,CANT1,0.0801855347266039,0.0320056053158947
neutrophil__breast__normal_vs_breast_cancer,ENSG00000120837,NFYB,0.0801843616225747,0.0355906583368668
neutrophil__breast__normal_vs_breast_cancer,ENSG00000031003,FAM13B,0.0801415120661954,0.0964175626713018
neutrophil__breast__normal_vs_breast_cancer,ENSG00000105221,AKT2,0.0801128672755511,0.0093022809447268
neutrophil__breast__normal_vs_breast_cancer,ENSG00000170310,STX8,0.0801011586202088,0.062991497506967
neutrophil__breast__normal_vs_breast_cancer,ENSG00000164405,UQCRQ,0.0800937624967411,0.0822337051371016
neutrophil__breast__normal_vs_breast_cancer,ENSG00000139697,SBNO1,0.0800734095478837,0.162871255001167
neutrophil__breast__normal_vs_breast_cancer,ENSG00000064225,ST3GAL6,0.0800616219157151,0.2493555318540392
neutrophil__breast__normal_vs_breast_cancer,ENSG00000145214,DGKQ,-0.0800589275370479,-0.0057312702760898
neutrophil__breast__normal_vs_breast_cancer,ENSG00000163870,TPRA1,0.0800512645239738,0.1413176448920471
neutrophil__breast__normal_vs_breast_cancer,ENSG00000135801,TAF5L,-0.0800134549273667,-0.135341617691233
neutrophil__breast__normal_vs_breast_cancer,ENSG00000101181,MTG2,-0.0800035611772511,0.092539371387976
neutrophil__breast__normal_vs_breast_cancer,ENSG00000164244,PRRC1,-0.0800021827820436,0.0269686760204816
neutrophil__breast__normal_vs_breast_cancer,ENSG00000134830,C5AR2,0.0799948992120834,0.1382399659688419
neutrophil__breast__normal_vs_breast_cancer,ENSG00000123131,PRDX4,0.0799346079427066,0.0656335341050756
neutrophil__breast__normal_vs_breast_cancer,ENSG00000188283,ZNF383,-0.0798618320722618,0.0066046633749862
neutrophil__breast__normal_vs_breast_cancer,ENSG00000000457,SCYL3,-0.0798570273806844,-0.0147859079182592
neutrophil__breast__normal_vs_breast_cancer,ENSG00000100605,ITPK1,0.0798549923596593,0.1667244427268457
neutrophil__breast__normal_vs_breast_cancer,ENSG00000184990,SIVA1,-0.079842020615533,0.0456689939315945
neutrophil__breast__normal_vs_breast_cancer,ENSG00000054523,KIF1B,0.0798404481003384,0.0645725829435905
neutrophil__breast__normal_vs_breast_cancer,ENSG00000073169,SELENOO,-0.0797993117124486,0.0236873827178362
neutrophil__breast__normal_vs_breast_cancer,ENSG00000084073,ZMPSTE24,0.0797722211898087,0.1282678420443075
neutrophil__breast__normal_vs_breast_cancer,ENSG00000076554,TPD52,0.0797575277962583,0.0545278804567035
neutrophil__breast__normal_vs_breast_cancer,ENSG00000113460,BRIX1,0.0797498558334483,0.0045202860644687
neutrophil__breast__normal_vs_breast_cancer,ENSG00000177951,BET1L,0.0797195017573238,0.0718891788786463
neutrophil__breast__normal_vs_breast_cancer,ENSG00000011114,BTBD7,0.0796873216698553,-0.0778543998810332
neutrophil__breast__normal_vs_breast_cancer,ENSG00000079462,PAFAH1B3,0.0796840928412966,0.113806152085856
neutrophil__breast__normal_vs_breast_cancer,ENSG00000141577,CEP131,0.079654874277844,0.0790701522693578
neutrophil__breast__normal_vs_breast_cancer,ENSG00000065613,SLK,-0.0796313668766824,0.0476358971381035
neutrophil__breast__normal_vs_breast_cancer,ENSG00000166197,NOLC1,-0.0796118974335306,0.1280778875964223
neutrophil__breast__normal_vs_breast_cancer,ENSG00000110324,IL10RA,-0.0795784685148404,0.0481306491217692
neutrophil__breast__normal_vs_breast_cancer,ENSG00000112031,MTRF1L,0.0795569647030276,0.0114998513200503
neutrophil__breast__normal_vs_breast_cancer,ENSG00000166289,PLEKHF1,-0.0795565661967307,-0.1641043019404553
neutrophil__breast__normal_vs_breast_cancer,ENSG00000107281,NPDC1,-0.0795516805056545,-0.053966225353019
neutrophil__breast__normal_vs_breast_cancer,ENSG00000168101,NUDT16L1,-0.0795495670991641,-0.0324576874255486
neutrophil__breast__normal_vs_breast_cancer,ENSG00000112584,FAM120B,0.0795120833505158,0.0124959428697361
neutrophil__breast__normal_vs_breast_cancer,ENSG00000123562,MORF4L2,-0.0794790558661252,-0.0001547361874205
neutrophil__breast__normal_vs_breast_cancer,ENSG00000099795,NDUFB7,0.0794424031566011,0.1064177769771495
neutrophil__breast__normal_vs_breast_cancer,ENSG00000152766,ANKRD22,0.0794268445262271,0.1270299905019661
neutrophil__breast__normal_vs_breast_cancer,ENSG00000074935,TUBE1,0.0793899459004841,-0.0894182483039937
neutrophil__breast__normal_vs_breast_cancer,ENSG00000235106,BRD3OS,0.0793863081211552,0.0390597523709969
neutrophil__breast__normal_vs_breast_cancer,ENSG00000142686,C1orf216,-0.0793817573327513,-0.0072690922661557
neutrophil__breast__normal_vs_breast_cancer,ENSG00000198755,RPL10A,-0.07937346259799,0.0672847481217288
neutrophil__breast__normal_vs_breast_cancer,ENSG00000168090,COPS6,-0.0793426321233627,0.0237050292039678
neutrophil__breast__normal_vs_breast_cancer,ENSG00000185344,ATP6V0A2,0.0793062550757527,0.0787785754694516
neutrophil__breast__normal_vs_breast_cancer,ENSG00000100815,TRIP11,0.0793035876657218,0.0757019626190568
neutrophil__breast__normal_vs_breast_cancer,ENSG00000183258,DDX41,0.0793029864481503,0.1183456825169505
neutrophil__breast__normal_vs_breast_cancer,ENSG00000174775,HRAS,-0.0792709105257113,0.0126146299016018
neutrophil__breast__normal_vs_breast_cancer,ENSG00000105676,ARMC6,0.0792374001739375,0.0426030345645435
neutrophil__breast__normal_vs_breast_cancer,ENSG00000137992,DBT,0.0791915397857883,0.0600328573918476
neutrophil__breast__normal_vs_breast_cancer,ENSG00000115282,TTC31,0.0791095410705658,0.039365162475926
neutrophil__breast__normal_vs_breast_cancer,ENSG00000162735,PEX19,0.0790633621948087,0.1143411910799461
neutrophil__breast__normal_vs_breast_cancer,ENSG00000119285,HEATR1,-0.07905759551815,0.0237010998242891
neutrophil__breast__normal_vs_breast_cancer,ENSG00000105671,DDX49,0.0790391786509748,0.1288011499638837
neutrophil__breast__normal_vs_breast_cancer,ENSG00000144674,GOLGA4,-0.078976492464157,0.0171300624261649
neutrophil__breast__normal_vs_breast_cancer,ENSG00000129696,TTI2,0.0789683863278017,0.0415419208302057
neutrophil__breast__normal_vs_breast_cancer,ENSG00000157869,RAB28,0.0789330268494127,0.0118565384818808
neutrophil__breast__normal_vs_breast_cancer,ENSG00000157426,AASDH,-0.078920813333274,-0.0210707703223995
neutrophil__breast__normal_vs_breast_cancer,ENSG00000105329,TGFB1,0.0789105820320308,0.1137501539461583
neutrophil__breast__normal_vs_breast_cancer,ENSG00000147679,UTP23,-0.0788962039567904,-0.0098883053182501
neutrophil__breast__normal_vs_breast_cancer,ENSG00000116641,DOCK7,0.0788891082139904,0.1811757378230472
neutrophil__breast__normal_vs_breast_cancer,ENSG00000162129,CLPB,0.0787577341510431,0.1351719770051908
neutrophil__breast__normal_vs_breast_cancer,ENSG00000076201,PTPN23,0.078692451427172,0.1481529653780113
neutrophil__breast__normal_vs_breast_cancer,ENSG00000095383,TBC1D2,0.078685895987041,0.1569285504020197
neutrophil__breast__normal_vs_breast_cancer,ENSG00000110713,NUP98,0.0786714030890288,0.0129778774650808
neutrophil__breast__normal_vs_breast_cancer,ENSG00000105708,ZNF14,-0.0786615171675139,-0.0315474201347512
neutrophil__breast__normal_vs_breast_cancer,ENSG00000120519,SLC10A7,-0.078658271663061,0.0776730892895408
neutrophil__breast__normal_vs_breast_cancer,ENSG00000267519,MIR23AHG,0.0786405833247544,0.1475061700607467
neutrophil__breast__normal_vs_breast_cancer,ENSG00000116337,AMPD2,0.0786295380788952,0.0266308280629518
neutrophil__breast__normal_vs_breast_cancer,ENSG00000168014,C2CD3,0.0786038393621982,0.0401942455500645
neutrophil__breast__normal_vs_breast_cancer,ENSG00000089157,RPLP0,-0.0785930855707082,0.0853178893277666
neutrophil__breast__normal_vs_breast_cancer,ENSG00000170632,ARMC10,0.0785923842105758,0.1076380390523279
neutrophil__breast__normal_vs_breast_cancer,ENSG00000130244,FAM98C,-0.078551355748936,-0.057469031708251
neutrophil__breast__normal_vs_breast_cancer,ENSG00000099899,TRMT2A,-0.0785298958810969,-0.0026869300814586
neutrophil__breast__normal_vs_breast_cancer,ENSG00000140382,HMG20A,0.0785294543099826,0.047258802429348
neutrophil__breast__normal_vs_breast_cancer,ENSG00000172936,MYD88,0.078523879949695,0.0909899296314937
neutrophil__breast__normal_vs_breast_cancer,ENSG00000145390,USP53,0.078508861698832,0.0595243883078272
neutrophil__breast__normal_vs_breast_cancer,ENSG00000138381,ASNSD1,0.0784872315211582,0.0119494606823064
neutrophil__breast__normal_vs_breast_cancer,ENSG00000170315,UBB,-0.0784695892235787,0.1876983725723967
neutrophil__breast__normal_vs_breast_cancer,ENSG00000158270,COLEC12,0.0784673773770616,0.1999932884651064
neutrophil__breast__normal_vs_breast_cancer,ENSG00000156113,KCNMA1,0.0783744602320107,0.0953708356056945
neutrophil__breast__normal_vs_breast_cancer,ENSG00000143258,USP21,-0.078353838227186,0.0229694687837311
neutrophil__breast__normal_vs_breast_cancer,ENSG00000104756,KCTD9,0.0783365882819183,0.0813923185196199
neutrophil__breast__normal_vs_breast_cancer,ENSG00000189376,C8orf76,0.0782905638617897,0.0121459980847622
neutrophil__breast__normal_vs_breast_cancer,ENSG00000146263,MMS22L,-0.0782901235675321,-0.0452364389115281
neutrophil__breast__normal_vs_breast_cancer,ENSG00000078070,MCCC1,0.0782797411887183,0.1611269655729715
neutrophil__breast__normal_vs_breast_cancer,ENSG00000141456,PELP1,0.0782672055747306,0.0582025619142641
neutrophil__breast__normal_vs_breast_cancer,ENSG00000113716,HMGXB3,0.0782600044434191,0.0629941423101723
neutrophil__breast__normal_vs_breast_cancer,ENSG00000214530,STARD10,-0.0782443661160293,-0.043629632801921
neutrophil__breast__normal_vs_breast_cancer,ENSG00000133193,VCF1,0.0782413082124624,0.0169327310582715
neutrophil__breast__normal_vs_breast_cancer,ENSG00000184497,TMEM255B,-0.0782117663089016,0.0251096349795662
neutrophil__breast__normal_vs_breast_cancer,ENSG00000138785,INTS12,0.0781980241520252,0.1284689031112403
neutrophil__breast__normal_vs_breast_cancer,ENSG00000137074,APTX,0.0781827822035806,0.0409343950638745
neutrophil__breast__normal_vs_breast_cancer,ENSG00000157020,SEC13,0.0781448252918472,0.0535583416467442
neutrophil__breast__normal_vs_breast_cancer,ENSG00000167770,OTUB1,0.0781015255134006,0.1137077461122327
neutrophil__breast__normal_vs_breast_cancer,ENSG00000171443,ZNF524,0.0780951597917559,0.087283144735418
neutrophil__breast__normal_vs_breast_cancer,ENSG00000244734,HBB,-0.078084619210036,-0.0151315869632738
neutrophil__breast__normal_vs_breast_cancer,ENSG00000138639,ARHGAP24,0.0780629882340358,0.2556344408680163
neutrophil__breast__normal_vs_breast_cancer,ENSG00000173120,KDM2A,-0.0780506600216743,-0.0164049465795808
neutrophil__breast__normal_vs_breast_cancer,ENSG00000176542,USF3,0.0780480591096528,0.002277810333108
neutrophil__breast__normal_vs_breast_cancer,ENSG00000145348,TBCK,0.0780265508867637,-0.025189370182998
neutrophil__breast__normal_vs_breast_cancer,ENSG00000165671,NSD1,0.0780230742552311,0.1050652633149329
neutrophil__breast__normal_vs_breast_cancer,ENSG00000139190,VAMP1,-0.0780199445617018,0.0260519530706296
neutrophil__breast__normal_vs_breast_cancer,ENSG00000169385,RNASE2,0.0779922045243563,0.1654812514419437
neutrophil__breast__normal_vs_breast_cancer,ENSG00000132912,DCTN4,0.0779799554504224,0.0845909958286562
neutrophil__breast__normal_vs_breast_cancer,ENSG00000121406,ZNF549,-0.0779715532336956,-0.0381636175894287
neutrophil__breast__normal_vs_breast_cancer,ENSG00000149313,AASDHPPT,-0.0779612412870972,0.0082956784206142
neutrophil__breast__normal_vs_breast_cancer,ENSG00000013561,RNF14,0.0779169545770243,0.0724973997546299
neutrophil__breast__normal_vs_breast_cancer,ENSG00000101017,CD40,0.0779093490294277,0.173391560270295
