pair,gene,gene_name,r,rank,l2_score,expr_scaled
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.3952185,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.5738764,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.9570991,0.7343895
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.2020648,0.41599017
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.0912752,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.6798873,0.5101163
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.664138,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.1327019,0.26466957
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.348063,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.541883,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.3942635,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.4791708,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.2319438,0.72005135
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.6480117,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,7.15042,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.716979,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.2256594,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.394952,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8611398,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.908223,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.2731314,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.459129,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.7694206,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.4733007,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8389301,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.7766232,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.7068667,0.7265502
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.8981915,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.6979396,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.2516363,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.6932154,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.0076082,0.33102396
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.8026576,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.8516142,0.7579528
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.704812,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.7439669,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.4659598,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.111711,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,0.576661,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.427618,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.1529284,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.476647,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.510917,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.406664,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8172019,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.955212,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.335696,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.6286848,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.0560684,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.479127,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.994073,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.109841,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.6691923,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.9608727,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.6489418,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.1863403,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.0942903,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.4275928,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.1757016,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.5390863,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.6623971,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.178765,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.391406,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.09644,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.595017,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.6111166,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.4829693,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.3699996,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.7539291,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.770237,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.9613788,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.6993692,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.1956623,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.105113,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.4087405,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.131441,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.3547547,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.7624342,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.9920845,0.7274949
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.2624345,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.9113874,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.4215884,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.5806115,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.193904,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.5695999,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.635577,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.0094938,0.7457643
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.273592,0.68629444
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.9800737,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.2280164,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.0705395,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.4928455,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.23201,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.2460275,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.199386,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.7692537,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.7376184,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.1189337,0.73471564
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.8136873,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.148746,0.41983318
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.9391642,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.356372,0.68668485
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.6012964,0.8929066
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8827567,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.666286,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8449361,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.2924786,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.4240456,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.6450105,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.9535027,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.188533,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.4304914,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.5156045,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.6833074,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,7.078658,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.8472497,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.300743,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.4726405,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.3250904,0.66979486
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.415499,0.72987497
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.8675165,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.9881525,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.5306654,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.9580579,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.0992653,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8178954,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.247293,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.0598404,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.4694283,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.585332,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.709467,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.9808564,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.848788,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.4147692,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.465179,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.6282778,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.966718,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.8470855,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.228511,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.5957482,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.8337975,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.3964996,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.307695,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.552095,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.936417,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.565935,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.379702,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.0050254,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.507687,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.139169,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.50245,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.737174,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.4384267,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.727672,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.4311986,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8952532,1.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.3827891,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.7829933,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.674134,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.186927,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.5500755,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.284023,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.7822685,0.63776946
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.9509606,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.1983254,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.2433372,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.5423512,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.9952357,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.9461985,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.3522377,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.7781365,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.1560452,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.7341187,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.558645,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.348242,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8895495,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.586228,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.0805264,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.3497849,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.3391275,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.580859,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.466601,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.300029,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.647477,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,6.9582605,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.1166177,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.0186183,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.3940043,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.8800757,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.851317,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.0022008,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.430757,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.6440802,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.756325,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.7786384,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.5298114,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.9354591,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.4160233,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.008019,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8809788,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.403578,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.2566159,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.8239274,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,0.9670509,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.6734039,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.493267,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.066115,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.0633364,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.424001,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.4289427,0.9106442
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.602769,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.297197,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.5738726,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.5361142,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.3970664,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.4803314,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.0008981,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,5.171467,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.5411026,0.70675683
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.981058,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.512395,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.3840814,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.5914001,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.649348,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,3.9694855,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,2.9532387,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.290458,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,1.5679958,0.69597226
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000026025,VIM,-0.4562137359537516,5,4.0386524,0.7322817
