pair,gene,gene_name,r,rank,l2_score,expr_scaled
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.5695999,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.635577,0.6149915
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.0094938,0.5986074
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.273592,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.9800737,0.3005494
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.2280164,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.0705395,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.4928455,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.23201,0.25947374
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.2460275,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.199386,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.7692537,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.7376184,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.1189337,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.8136873,0.55906194
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.148746,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.9391642,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.356372,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.6012964,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.8827567,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.666286,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.8449361,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.2924786,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.4240456,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.6450105,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.9535027,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.188533,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.4304914,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.5156045,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.6833074,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,7.078658,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.8472497,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.300743,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.4726405,0.62103796
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.3250904,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.415499,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.8675165,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.9881525,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.5306654,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.9580579,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.0992653,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.8178954,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.247293,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.0598404,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.4694283,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.585332,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.709467,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.9808564,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.848788,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.4147692,0.6898509
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.465179,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.6282778,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.966718,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.8470855,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.228511,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.5957482,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.8337975,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.3964996,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.307695,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.552095,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.936417,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.565935,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.379702,0.7560702
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.0050254,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.507687,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.139169,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.50245,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.737174,0.48881003
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.4384267,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.727672,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.4311986,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.8952532,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.3827891,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.7829933,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.674134,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.186927,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.5500755,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.284023,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.7822685,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.9509606,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.1983254,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.2433372,0.6734451
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.5423512,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.9952357,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.9461985,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.3522377,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.7781365,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.1560452,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.7341187,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.558645,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.348242,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.8895495,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.586228,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.0805264,0.6619261
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.3497849,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.3391275,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.580859,0.6147208
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.466601,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.300029,0.5107295
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.647477,0.66090953
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.9582605,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.1166177,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.0186183,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.3940043,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.8800757,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.851317,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.0022008,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.430757,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.6440802,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.756325,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.7786384,0.7560702
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.5298114,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.9354591,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.4160233,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.008019,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.8809788,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.403578,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.2566159,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.8239274,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,0.9670509,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.6734039,0.64155203
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.493267,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.066115,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.0633364,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.424001,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.4289427,0.7603263
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.602769,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.297197,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.5738726,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.5361142,0.29494095
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.3970664,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.4803314,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.0008981,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.171467,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.5411026,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.981058,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.512395,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.3840814,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.5914001,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.649348,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.9694855,0.5315932
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.9532387,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.290458,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.5679958,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.0386524,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.4516335,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.5533471,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.2909334,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.9564285,0.43732288
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.4464784,0.8714996
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.6194055,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.004002,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.927138,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.4522624,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.251292,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.648676,0.4609081
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.9643378,0.3171557
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,6.488389,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.5412896,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.199642,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.9126453,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.475042,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.0843506,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.9295795,0.86550003
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.713154,0.55142784
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.5632017,0.523925
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.25405,0.43378899
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.462347,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.3200355,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.5531814,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.2450323,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.0084665,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.6076212,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.9167023,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.1870823,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.4706855,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.057426,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.804137,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.9333887,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.9944365,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.15382,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.6052017,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.082148,0.76853675
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.0599732,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.644861,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.1491804,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.4693847,0.2552027
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.020549,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.4127655,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.1367188,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.3656745,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.8565328,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.6625795,0.2673142
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.303227,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.9509943,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,0.48749313,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.3128,0.7208771
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.8146296,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.3378818,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.0472198,0.29255038
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.8100953,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.532432,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.4420023,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.3503356,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.0655527,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,0.7057424,0.3480914
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,5.656421,0.5289443
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.7456176,0.5437023
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.1972737,0.55804026
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.0665994,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.942757,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,4.6374044,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.7208054,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.8228407,0.68953395
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.5087012,0.68801755
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.6533402,0.0
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,0.69697213,0.715348
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,3.6509674,0.4812925
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.9239762,0.9244608
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,1.792343,0.93300617
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.2100382,0.6542556
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,0.90854913,0.9146122
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,2.258097,0.8069467
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,-0.12542151,0.76631707
epithelial_cell__lung10x__normal_vs_lung_cancer,ENSG00000196154,S100A4,-0.4462598868387129,6,0.16295394,0.82632846
