pair,l2_score,is_baseline
epithelial_cell__lung10x__normal_vs_lung_cancer,3.674134,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.186927,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5500755,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.284023,False
epithelial_cell__lung10x__normal_vs_lung_cancer,6.7822685,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9509606,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1983254,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2433372,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.5423512,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9952357,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9461985,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.3522377,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.7781365,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.1560452,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7341187,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.558645,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.348242,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.8895495,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.586228,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.0805264,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3497849,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3391275,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.580859,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.466601,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.300029,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.647477,False
epithelial_cell__lung10x__normal_vs_lung_cancer,6.9582605,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1166177,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.0186183,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.3940043,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.8800757,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.851317,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.0022008,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.430757,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.6440802,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.756325,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7786384,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5298114,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9354591,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.4160233,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.008019,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.8809788,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.403578,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2566159,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.8239274,False
epithelial_cell__lung10x__normal_vs_lung_cancer,0.9670509,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.6734039,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.493267,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.066115,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.0633364,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.424001,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.4289427,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.602769,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.297197,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5738726,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5361142,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.3970664,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.4803314,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.0008981,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.171467,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5411026,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.981058,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.512395,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.3840814,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5914001,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.649348,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9694855,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9532387,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.290458,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.5679958,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.0386524,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.4516335,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.5533471,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2909334,False
epithelial_cell__lung10x__normal_vs_lung_cancer,6.9564285,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.4464784,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.6194055,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.004002,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.927138,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.4522624,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.251292,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.648676,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9643378,False
epithelial_cell__lung10x__normal_vs_lung_cancer,6.488389,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5412896,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.199642,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.9126453,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.475042,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.0843506,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9295795,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.713154,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5632017,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.25405,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.462347,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3200355,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.5531814,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.2450323,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.0084665,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6076212,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.9167023,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.1870823,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.4706855,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.057426,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.804137,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.9333887,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9944365,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.15382,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.6052017,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.082148,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.0599732,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.644861,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.1491804,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.4693847,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.020549,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.4127655,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1367188,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3656745,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.8565328,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6625795,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.303227,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9509943,False
epithelial_cell__lung10x__normal_vs_lung_cancer,0.48749313,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.3128,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.8146296,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3378818,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.0472198,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.8100953,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.532432,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.4420023,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.3503356,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.0655527,False
epithelial_cell__lung10x__normal_vs_lung_cancer,0.7057424,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.656421,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7456176,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.1972737,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.0665994,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.942757,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.6374044,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.7208054,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.8228407,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.5087012,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.6533402,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.69697213,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6509674,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9239762,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.792343,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.2100382,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.90854913,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.258097,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.12542151,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.16295394,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.1924288,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.0212522,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7857232,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.3065071,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.3491075,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.2565846,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.5230678,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.4498876,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.3407127,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6710505,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.0922322,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.6754048,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.41882905,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9654458,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.4557464,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.4624936,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.36801097,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.7085405,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.8824965,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.73097813,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.6768272,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.363842,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.5302426,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7376039,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.55674255,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5172892,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9032708,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.1726899,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.8201486,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.4855872,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.8231559,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9367509,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.0878175,True
epithelial_cell__lung10x__normal_vs_lung_cancer,5.0103054,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9410563,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.2452904,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5517313,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.0687697,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.0244328,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.31945053,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9963031,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.8581586,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.36536008,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.5289153,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.85505205,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.428911,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.1185553,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.403551,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.6554794,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.4824574,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.0654415,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.252744,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1359487,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7240834,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.568759,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.6843338,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7216053,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9466964,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.2862467,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7070177,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.642184,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5347412,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.656213,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9888433,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.2811818,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-1.5538722,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.6641122,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.4025247,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.46510637,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-1.0552927,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.3870361,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.11692969,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.38335943,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-2.2198126,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-1.0023674,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.2985234,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.3956716,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.0375618,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3720734,True
epithelial_cell__lung10x__normal_vs_lung_cancer,4.8960876,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.7816679,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.0611588,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.088095,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.3360316,True
epithelial_cell__lung10x__normal_vs_lung_cancer,4.8655214,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7455813,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1723175,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5930307,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.0235871,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.0539079,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.1077976,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.88893217,True
epithelial_cell__lung10x__normal_vs_lung_cancer,4.229917,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.64255786,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9019798,True
epithelial_cell__lung10x__normal_vs_lung_cancer,5.058237,True
epithelial_cell__lung10x__normal_vs_lung_cancer,4.101294,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.29776773,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.9194639,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7821287,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5563948,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.10862,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.23093657,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.15355648,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.5054984,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.3536971,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.896921,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.9716654,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.049589,True
epithelial_cell__lung10x__normal_vs_lung_cancer,5.5287113,True
epithelial_cell__lung10x__normal_vs_lung_cancer,5.502768,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.08168558,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.3740424,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.8391736,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.83885884,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.3118225,True
epithelial_cell__lung10x__normal_vs_lung_cancer,4.929788,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7583737,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.3933265,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.862444,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.300601,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9089212,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9651928,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.273195,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.26300418,True
epithelial_cell__lung10x__normal_vs_lung_cancer,4.683399,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9217484,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.4177315,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.111333,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.6970413,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1922026,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.119698,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.4571986,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9599457,True
epithelial_cell__lung10x__normal_vs_lung_cancer,4.071803,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.4771484,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.3036337,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1342697,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.3335365,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7240121,True
epithelial_cell__lung10x__normal_vs_lung_cancer,3.257483,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.8935786,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.2807469,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.27694407,True
epithelial_cell__lung10x__normal_vs_lung_cancer,1.1942308,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.16376702,True
epithelial_cell__lung10x__normal_vs_lung_cancer,-0.07581464,True
epithelial_cell__lung10x__normal_vs_lung_cancer,0.33431208,True
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7981513,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.2618566,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2519765,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.2923303,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.606885,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.0323215,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1234305,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.539237,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9018295,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.8479123,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.4147124,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.6776168,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.901895,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.9094669,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.3004847,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.4667354,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.949951,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9285998,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2563798,False
epithelial_cell__lung10x__normal_vs_lung_cancer,7.237195,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7885593,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.775404,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.554073,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.330148,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.9408216,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6685364,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9604142,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.0046394,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5830748,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.1164055,False
epithelial_cell__lung10x__normal_vs_lung_cancer,6.137311,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.515025,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.506933,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.2066765,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.7525473,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5957088,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.3603237,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.4301374,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.2486286,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3605375,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7774498,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.4842975,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.284629,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.3031874,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.8532372,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.398801,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9445796,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5848215,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9123154,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.143109,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2580047,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.4269261,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5695827,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1417341,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.117032,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.8488224,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9686594,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7579222,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.5089545,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.512117,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.4478781,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.8697503,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.3527317,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5164409,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.257154,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.946866,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.1759243,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.551853,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6385555,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2422366,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.725887,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6896229,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.7267423,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.7435,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.9126816,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.5295367,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.752103,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6428869,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.856412,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.710582,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2124903,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.413466,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.498338,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.8105419,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.2046994,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.936493,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2217102,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.4741504,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.9347396,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1391134,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.4162455,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.876357,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.389567,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5653749,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.6233416,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.0840425,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.423389,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.3696167,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.0635772,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.8317385,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.764252,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7123191,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3215208,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.7732277,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.8114982,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.685169,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.441683,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.3371124,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.680499,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.7579763,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.7842402,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.50499,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.973158,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7064117,False
