pair,l2_score,is_baseline
epithelial_cell__lung10x__normal_vs_lung_cancer,4.655273,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.0255303,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.2772136,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6534545,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.262798,False
epithelial_cell__lung10x__normal_vs_lung_cancer,6.0616574,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9787774,False
epithelial_cell__lung10x__normal_vs_lung_cancer,7.251485,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1452377,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.237567,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5067768,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.585242,False
epithelial_cell__lung10x__normal_vs_lung_cancer,6.2835073,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.235477,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9417586,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2645354,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.060967,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.5610005,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.699317,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.8385662,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.0633035,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6153133,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.4190853,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.084332,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.910832,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.6832309,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.5767107,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.1080995,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.8897011,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.216906,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.1195574,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1783688,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.8742158,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.4535117,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.886388,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9340281,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.975972,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.97002,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.0244644,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.6724887,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2751994,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2318199,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.3100872,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.2213063,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.170954,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3779745,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.2892923,False
epithelial_cell__lung10x__normal_vs_lung_cancer,0.6153655,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.9215856,False
epithelial_cell__lung10x__normal_vs_lung_cancer,0.75241655,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.2147474,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.5775666,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.9526038,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.2340484,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7439256,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.1101501,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.9292035,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3864403,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.659084,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.506846,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.034638,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.3456244,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.2106223,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.0469604,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.439077,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.8616831,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.4256585,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.7778127,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.1915324,False
epithelial_cell__lung10x__normal_vs_lung_cancer,0.47612238,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.100126,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.4444706,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3272822,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.0646305,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7043719,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.4491272,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.6741207,False
epithelial_cell__lung10x__normal_vs_lung_cancer,0.4824497,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.7655425,False
epithelial_cell__lung10x__normal_vs_lung_cancer,6.608281,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7717428,False
epithelial_cell__lung10x__normal_vs_lung_cancer,4.189894,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.3638027,False
epithelial_cell__lung10x__normal_vs_lung_cancer,2.6137543,False
epithelial_cell__lung10x__normal_vs_lung_cancer,1.7621372,False
epithelial_cell__lung10x__normal_vs_lung_cancer,3.1886919,False
epithelial_cell__lung10x__normal_vs_lung_cancer,5.829681,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2524,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2149,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9791,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3654,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.1335,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8889,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1092,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3315,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1821,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4911,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.235,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.3663,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2543,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.805,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2409,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3887,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7088,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.594,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7876,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2968,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0927,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.308,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1243,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3855,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5012,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9568,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8586,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.0278,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5837,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7135,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4826,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3576,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4533,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2609,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.9118,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7762,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.2846,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.272,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.807,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6705,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0885,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5762,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.6858,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.081,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6073,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1686,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.045,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3046,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8245,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8216,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1359,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9142,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5287,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2445,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9616,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6063,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4788,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7908,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0739,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.1032,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5995,True
fibroblast__colorectum__normal_vs_colorectal_cancer,4.8054,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8198,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5719,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.544,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5184,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6715,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8456,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4806,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2487,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.1126,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4274,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.6291,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.6949,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5027,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8537,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1367,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9444,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7383,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2922,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2718,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3593,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8009,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8841,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4003,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7198,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8106,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.1533,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6429,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1284,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5049,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.1186,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9305,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.335,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.568,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9462,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1758,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5503,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9381,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.3572,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.9963,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.5106,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.0619,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7929,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9985,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3797,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3289,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0669,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9195,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8495,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5375,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3652,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5972,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8912,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5308,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8049,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9951,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5179,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6952,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.3331,True
fibroblast__colorectum__normal_vs_colorectal_cancer,4.0286,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.0397,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7753,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4901,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2684,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.6391,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0766,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0628,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7732,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4087,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6445,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2866,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8613,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8256,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2551,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3646,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.836,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4839,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2051,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6282,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.172,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.0616,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8017,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.092,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3473,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.0802,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.9645,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.0259,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1444,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4661,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.3864,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0636,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8033,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7862,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1256,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6251,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.969,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0145,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.5039,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.0139,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7202,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3167,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0588,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7226,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.4323,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4311,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1218,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7854,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8592,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6228,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3047,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0333,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8944,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8839,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8977,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5625,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4837,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2618,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8644,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6455,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3295,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.33,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6439,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5316,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0607,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4561,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-1.2818,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5389,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1951,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6627,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1726,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6216,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0494,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.6378,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6576,False
fibroblast__colorectum__normal_vs_colorectal_cancer,3.1434,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0257,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2137,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4758,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1854,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.588,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.415,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7292,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7035,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2161,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1878,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8932,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8872,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4179,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7894,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6829,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3085,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6965,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3698,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8777,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4264,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4442,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.521,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2842,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.3511,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7306,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.917,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0488,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2224,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0318,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7384,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8404,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1918,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7713,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.332,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2829,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2816,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7848,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.685,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7134,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4934,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2659,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3309,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7861,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3119,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1354,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.1443,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2406,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.753,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8631,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1317,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9712,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.0298,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3641,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9338,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.4517,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8938,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0372,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0794,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9333,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0237,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2023,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7765,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0697,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4894,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9299,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.6667,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8556,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5802,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1439,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.6129,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3736,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.4716,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.1703,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3891,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1472,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8671,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.548,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.1854,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0612,False
fibroblast__colorectum__normal_vs_colorectal_cancer,5.0465,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6175,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5317,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3256,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9358,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8321,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0472,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.982,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.426,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.3352,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2055,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4267,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.9673,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8842,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7588,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7081,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0127,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9885,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6816,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5177,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8033,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8121,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2475,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.2358,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5432,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4622,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.8651,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5217,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3144,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.0626,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.3761,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.47,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.3155,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7118,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.7447,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.8975,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.9691,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.7976,True
fibroblast__colorectum__normal_vs_colorectal_cancer,1.6248,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.2782,False
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.1887,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4053,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.1584,True
fibroblast__colorectum__normal_vs_colorectal_cancer,3.201,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.0788,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7651,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.8379,True
fibroblast__colorectum__normal_vs_colorectal_cancer,0.7852,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.5,False
fibroblast__colorectum__normal_vs_colorectal_cancer,2.6579,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.4505,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.5336,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2215,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3377,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.2634,True
fibroblast__colorectum__normal_vs_colorectal_cancer,-0.0071,False
fibroblast__colorectum__normal_vs_colorectal_cancer,1.3259,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.4506,False
fibroblast__colorectum__normal_vs_colorectal_cancer,0.6007,True
fibroblast__colorectum__normal_vs_colorectal_cancer,2.2006,True
