pair,level,gene,gene_name,log2fc,cav_r
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000114956,DGUOK,-0.0387220506757506,-0.018006197826719614
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000183172,SMDT1,0.0387202725163787,-0.029881414606590176
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165092,ALDH1A1,0.0387202013383705,-0.07228797051713337
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000129636,ITFG1,-0.0387151469267422,-0.05963554584995992
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000129354,AP1M2,-0.0387026504399203,0.11736123074494324
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000132254,ARFIP2,-0.0386996403602623,-0.005193130632337087
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000124193,SRSF6,-0.0386914279228645,-0.029289443887899436
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165322,ARHGAP12,0.0386883205846899,0.008050482748851428
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000168286,THAP11,-0.0386731639208815,-0.0037958100974512772
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000168522,FNTA,0.0386721763978075,-0.017789832188332324
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000146729,NIPSNAP2,-0.0386190125612306,-0.051576525294640976
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000164120,HPGD,-0.0386168666316801,0.03158108506468537
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000132676,DAP3,-0.0386003899518519,0.006588667820580416
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000132205,EMILIN2,-0.0385912024016159,-0.11646750796920852
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000081665,ZNF506,0.038586189282694,-0.005547471126143996
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000122711,SPINK4,-0.0385643163065342,0.07795111626559226
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000150337,FCGR1A,-0.0385598841767158,-0.06823118565886012
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000100599,RIN3,-0.0385579547989687,-0.0584463219963519
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000120705,ETF1,-0.0385394514681756,-0.07645139626571845
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000172586,CHCHD1,-0.0385269476035666,-0.03523667515949856
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000112699,GMDS,-0.0385258641952801,0.059434392420543505
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000000419,DPM1,0.0385050724788748,-0.0066978426584939224
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000138175,ARL3,-0.0385001792630149,-0.04461226567325544
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000100994,PYGB,-0.0384956289431698,-0.01493859198205416
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000119640,ACYP1,-0.0384757403358488,-0.04104894408087206
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000073803,MAP3K13,-0.0384757062291475,0.03176913284480921
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000134371,CDC73,0.0384416517226933,-0.00988754232994574
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000052344,PRSS8,-0.0384381145124275,0.11627061030825082
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000263272,ENSG00000263272,-0.0384351065988529,-0.02022187903567639
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000136450,SRSF1,-0.0384334042109264,0.010382661098413022
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165312,OTUD1,-0.0384312728383487,-0.06866769499170405
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000216490,IFI30,-0.0384299098335999,-0.11696890053203908
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000057757,PITHD1,-0.0384257652703378,-0.011330582353564513
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000151552,QDPR,-0.038422513568003,-0.060000087469216354
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000214548,MEG3,0.0384178015180239,-0.14157269545106946
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000110876,SELPLG,-0.0383990153328857,-0.01684618949145423
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000131669,NINJ1,-0.0383813789752139,-0.06381142853500965
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000099810,MTAP,-0.03837258938,-0.005094987257005596
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000133884,DPF2,0.038360302140778,-0.02379715091360141
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000166946,CCNDBP1,-0.0383524818796844,-0.03810966382908978
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000100417,PMM1,-0.0383524091843715,-0.008311839758970327
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000166452,AKIP1,-0.0383512588576867,-0.052819183889448715
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000122565,CBX3,-0.0383441353277969,-0.02280799752314637
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000101182,PSMA7,-0.0383437832851211,-0.06596361166004198
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000136104,RNASEH2B,-0.0383263300799362,-0.011463151053795827
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000069011,PITX1,-0.0383168913408147,0.19034413166165082
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000116133,DHCR24,-0.0383126140330557,0.020341891068428652
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000123992,DNPEP,-0.0382911656346714,-0.028205705665176016
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000177191,B3GNT8,-0.0382566820957888,0.029298757106489395
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000169439,SDC2,-0.0382498816621619,-0.23317628541035323
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000198700,IPO9,0.0382438767434621,-0.022200297862389806
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000214367,HAUS3,0.0382390204387271,-0.023753380187297935
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000115919,KYNU,-0.0382257614850824,-0.07664488969369644
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000114796,KLHL24,0.0382209249184204,-0.026298529085306683
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000139083,ETV6,-0.0382179772619448,-0.055573366128618865
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000204084,INPP5B,0.0381925342057946,-0.009906201170184864
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000164647,STEAP1,-0.0381832961702157,-0.1430497143726068
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000185591,SP1,-0.0381685897747395,-0.04021752176018199
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000101882,NKAP,0.0381637626221091,-0.011119663564728639
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000196549,MME,0.0381417733446121,0.1206329016456934
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000078668,VDAC3,-0.0381414978489126,-0.039568571237517856
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000155330,C16orf87,-0.0381361284122371,-0.043994590821836585
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000100266,PACSIN2,-0.038127115566146,0.02450077322950048
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000196187,TMEM63A,0.0381212947670598,0.03895344088031421
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000151012,SLC7A11,-0.0381178834877481,-0.0032621508467978494
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000198276,UCKL1,-0.0381068517089622,-0.043202575585172924
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000101901,ALG13,-0.0380946040034747,-0.04096314134437162
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000166595,CIAO2B,0.0380895820950271,-0.004325127775561189
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000160613,PCSK7,0.0380584058199209,-0.051841279107462286
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000166526,ZNF3,0.0380521217439424,0.009439660648668602
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000050820,BCAR1,-0.038050127355691,-0.028450468728047136
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000172339,ALG14,0.0380434981381549,0.02471592266998282
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000161526,SAP30BP,0.0380410305362993,-0.039736786742066474
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000166033,HTRA1,-0.037918925402034,-0.17880055001251072
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000188735,TMEM120B,0.0378923316097689,0.002994260884254404
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000221821,C6orf226,0.0378862686064016,-0.017081481128356828
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000145362,ANK2,0.0378842399196526,0.017647906716699427
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000089063,TMEM230,0.0378839367076506,-0.09647049846791565
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000152061,RABGAP1L,0.0378792982511823,-0.0023649809111131017
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000169217,CD2BP2,0.0378792676904333,-0.019185877015513032
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000043462,LCP2,-0.0378770779227811,-0.05134773743335891
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165410,CFL2,0.0378716111089472,-0.10917692509272953
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000163347,CLDN1,-0.0378611160392825,-0.112341724430514
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000114446,IFT57,0.0378540709758933,-0.04830880094871461
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000164587,RPS14,0.0378497149257022,-0.07282201556944357
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000257704,INAFM1,-0.0378405868942511,-0.08567673191686158
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000106299,WASL,-0.0377665762399468,-0.08502467040007244
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000154719,MRPL39,-0.0377009646174323,-0.01183860463547013
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000145632,PLK2,0.0376960161696881,-0.0015457297408827072
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000135317,SNX14,-0.0376829863815567,-0.03327930086503282
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165030,NFIL3,-0.0376807597519756,-0.07691686567471531
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000167202,TBC1D2B,0.0376506722558717,-0.05813731811037765
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000047410,TPR,0.037631859789045,-0.02902250539508016
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000138801,PAPSS1,-0.0376131321535124,-0.08844402188772824
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000136542,GALNT5,-0.0376123821915097,0.07304954575214079
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000113638,TTC33,-0.03760801811762,-0.0229445170024493
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000272047,GTF2H5,-0.037585388769918,-0.06609862186768237
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000129355,CDKN2D,0.0375709348135949,0.030081982016384404
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000026508,CD44,0.0375700679669554,-0.1163310466654735
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000141644,MBD1,0.0375652057300212,-0.0020172580972738796
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000134352,IL6ST,0.0375582234265984,-0.10010147739064604
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000004534,RBM6,0.0375452558361254,0.010654912025902305
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000196372,ASB13,-0.037535421706362,-0.09830363205375789
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000114125,RNF7,-0.0375180955341372,-0.05752418251656831
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000142347,MYO1F,0.0375111055278287,0.011063476564358138
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000119537,KDSR,0.0374882302081246,-0.08249490708695564
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000169926,KLF13,-0.0374749029583143,-0.022241238388270582
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000163219,ARHGAP25,0.0374704045597878,0.02559383132671893
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000132604,TERF2,-0.0374400438785873,-0.02504442939320014
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000173273,TNKS,-0.0374309920662378,-0.008323774169572482
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000166825,ANPEP,-0.0374202377626224,-0.03222230899631649
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000133561,GIMAP6,-0.0374152424415078,-0.040310092509864656
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000139329,LUM,0.0374142362413561,-0.3189387110806208
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000136100,VPS36,-0.0374033998699942,-0.03766064924355418
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000177150,FAM210A,-0.0373947630519175,-0.05653968457224863
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000278002,ENSG00000278002,0.0373909903437097,0.025456868403092216
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000033100,CHPF2,-0.0373896303347073,-0.062267702691261334
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000065833,ME1,-0.0373698733855874,-0.006459565479074448
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000173473,SMARCC1,0.0373690049282314,-0.009754408328494201
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000137573,SULF1,-0.0373426961823071,-0.14708541533380234
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000105355,PLIN3,-0.0373052649541849,-0.05608129493029247
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000171621,SPSB1,-0.0373049392339108,-0.09677400840626178
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000161970,RPL26,-0.037298752224997,-0.05327616558400951
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000082512,TRAF5,0.0372861929860088,0.013315187289560942
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000111911,HINT3,0.0372461851445684,-0.005363796163853089
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000078114,NEBL,-0.0372429872603484,0.03875127169448185
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000102858,MGRN1,-0.0372391588192353,-0.01013863088246766
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000169432,SCN9A,0.0372361215355075,0.11141536370586604
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000072756,TRNT1,0.0372347706913011,0.008173963677115717
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000157110,RBPMS,-0.0372339527105131,-0.07816373208319634
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000065613,SLK,0.0372288261538864,0.0007686473121916787
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000164342,TLR3,0.0371969527348365,0.04026550428996383
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000111537,IFNG,0.037195050194138,-0.0299981050215641
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000128595,CALU,-0.0371585398282124,-0.11633981481636851
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000167315,ACAA2,-0.0371465118485072,-0.026281923903178843
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000142186,SCYL1,-0.0371450577430051,-0.059297227334344234
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000169299,PGM2,0.0371443276382564,-0.04156749520067464
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000102245,CD40LG,0.0371393295855649,0.003742503409561574
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000100902,PSMA6,0.0371391106982566,0.033638309164672836
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000205220,PSMB10,-0.0371320078396308,0.005233043630569485
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000171700,RGS19,0.0371293987704179,-0.03705962693950091
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000167083,GNGT2,-0.0371224309899718,-0.029676818921573637
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000130449,ZSWIM6,0.037118603935499,0.048707714454066346
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000242612,DECR2,-0.0371178989403094,0.046196669867479716
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000250641,LY6G6F-LY6G6D,0.0371075871157907,0.07299518475333418
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000184012,TMPRSS2,-0.03710741854527,0.07283343149060952
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000233461,ENSG00000233461,-0.0371060000306802,0.03242752478712368
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165810,BTNL9,0.0371005979777327,-0.013737578805592652
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000173156,RHOD,-0.0370886355108999,-0.003093591243818002
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000162772,ATF3,-0.0370798113229103,-0.14077251790282586
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000174992,ZG16,0.03706599981673,0.07107845763866763
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165140,FBP1,-0.0370656644143893,-0.06870905017305182
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000127838,PNKD,-0.0370499251511965,-0.07520185407090753
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000131966,ACTR10,-0.0370418864617565,-0.0576070820781617
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000102409,BEX4,0.0370395958796414,-0.0701573646565266
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000137815,RTF1,0.0370062973764945,-0.04284036489437903
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165629,ATP5F1C,0.0369953060860794,-0.02593028646139596
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000102010,BMX,0.0369756425932637,0.03745814142929874
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000074416,MGLL,-0.036968367931686,0.04188675987335862
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000172156,CCL11,0.0369398362432377,0.01869311222550023
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000206053,JPT2,0.0369341713659137,0.022158146258435665
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000114737,CISH,-0.0369322646502796,-0.05863701695535723
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000173914,RBM4B,-0.0369301270431642,-0.006401507225451207
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000101265,RASSF2,0.0369231063436162,0.012837858422348565
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000272325,NUDT3,0.0369154343595991,-0.04658540505747561
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000163636,PSMD6,-0.0369112357480565,-0.017152063488427648
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000163541,SUCLG1,-0.0369092201149648,0.012989519425609719
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000188783,PRELP,0.0369080641283188,-0.318880744329034
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000123728,RAP2C,0.0368869651387268,-0.02558620848379893
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000100221,JOSD1,-0.0368821055380405,-0.030954180663823782
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000164331,ANKRA2,0.036872106953428,0.014795717097174218
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000148154,UGCG,-0.0368668498695341,-0.08060043503798794
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000125863,MKKS,-0.0368567336913369,-0.007266454453098037
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000155827,RNF20,-0.0368557511929809,-0.0346672541800015
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000166037,CEP57,0.0368533680514503,-0.023985895669481144
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000215845,TSTD1,-0.0368529216892573,0.09769836492770309
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000114026,OGG1,-0.036819419268881,-0.017488098034890917
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000137962,ARHGAP29,-0.0368035002568379,-0.08974156836020591
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000167778,SPRYD3,0.0367947910366408,-0.04293214355656591
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000157657,ZNF618,-0.0367942026837175,-0.03296139048793348
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000109670,FBXW7,0.0367817551689319,-0.04841117520766022
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000135040,NAA35,0.0367779775660643,0.03502415375057332
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000265206,MIR142HG,0.0367776657032448,-0.05128483717607823
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000115514,TXNDC9,0.0367712390512981,0.02001600781357966
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000128563,PRKRIP1,-0.0367657285089903,-0.03638644557559122
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000232956,SNHG15,0.0367614574445286,-0.04138787572893822
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000101199,ARFGAP1,-0.0367600529779799,-0.023034785931102246
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000125637,PSD4,0.036738685805687,0.02594233798583963
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000089693,MLF2,0.0367302836456096,-0.06629933543096037
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000174238,PITPNA,-0.0367247018435607,0.0035218668707443306
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000171202,TMEM126A,-0.0367241625518941,-0.04463301234631539
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000120690,ELF1,0.0367006748031892,-0.022700001931853973
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000186501,TMEM222,0.036692122775758,-0.022395560071632747
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000175203,DCTN2,-0.03669172528966,-0.08440120241183412
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165105,RASEF,-0.036688034740738,0.11216183841364723
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000136111,TBC1D4,0.0366837145386971,-0.00117584846774459
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000138138,ATAD1,0.036678683669649,-0.022447448870270753
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000062598,ELMO2,0.0366592040096192,0.004542960738705918
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000138593,SECISBP2L,-0.0366480649619733,-0.03652330630508225
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000272763,LINC03057,-0.0366334311719266,0.13435762736938953
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000007384,RHBDF1,-0.0366318777522865,-0.0007076260444278899
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000171155,C1GALT1C1,-0.0366201583841858,-0.0489058342264565
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000149968,MMP3,-0.0366164421029206,-0.005710220738663835
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000175906,ARL4D,0.0366123060362097,-0.11422125536749095
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000129451,KLK10,-0.0366085870459429,0.002669822660930727
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000167703,SLC43A2,-0.0366035742617008,-0.056203670878633386
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000143387,CTSK,-0.0365984532196182,-0.21053728580347034
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000180921,FAM83H,-0.036585141195885,0.05581783658598624
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000121858,TNFSF10,0.0365846510181699,-0.04489179069588729
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000118518,RNF146,0.0365723659847168,-0.10615692460404691
fibroblast__colorectum__normal_vs_colorectal_cancer,L0_removed,ENSG00000165487,MICU2,-0.0365678582501928,-0.0772994850278741
