pair,level,gene,gene_name,log2fc,cav_r
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000143727,ACP1,0.192826823390281,0.047274985981677585
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000125735,TNFSF14,-0.1927452026432293,-0.12552700371198205
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000142687,KIAA0319L,0.1926691594050467,0.1443611060883987
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000162704,ARPC5,0.1926071573110888,0.05464835583474909
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000168610,STAT3,0.192378158347607,0.16353162338537752
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000232810,TNF,0.1923152336345823,0.07657213726903747
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000137845,ADAM10,0.1921940845273406,0.11499210384042326
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000120457,KCNJ5,0.1920911900753386,0.2184739359885992
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000100439,ABHD4,-0.1919186025953841,0.005286955349857198
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000136450,SRSF1,0.1917791994903366,0.14983523580937128
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000144048,DUSP11,-0.1917765065928404,-0.0477015840538901
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000137486,ARRB1,0.191776199354231,0.13296058973983657
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000048028,USP28,-0.1917412434761648,0.03760995793579182
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000175538,KCNE3,0.1916532581471902,0.09655185371556124
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000111906,HDDC2,-0.1915957987318169,-0.08946806027263568
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000127948,POR,0.1915660965960184,-0.01206103045894799
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000175606,TMEM70,0.1914132293300115,0.15952114876085016
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000132005,RFX1,0.1911274630286211,0.12361330590508983
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000127399,LRRC61,-0.1910738871302511,-0.04351400804924061
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000071127,WDR1,-0.1910540435798939,0.13435040797876363
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000187688,TRPV2,0.1910278937163743,0.04220081062957211
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000150961,SEC24D,0.1909924856408632,0.18610575928144335
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000090924,PLEKHG2,0.1909695932227857,0.08230315506198511
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000151726,ACSL1,0.1909535240643484,0.14022870466309345
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000133561,GIMAP6,-0.1908738612384755,-0.03194009770975486
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000183718,TRIM52,-0.1908316533895695,-0.046907640635137034
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000163382,NAXE,-0.1907637213252547,-0.05292682145548744
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000089692,LAG3,-0.1906288438547436,-0.08474703207206467
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000157570,TSPAN18,-0.1905968979881803,-0.038145864427611025
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000116497,S100PBP,-0.1905033465630213,0.018201755096369104
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000087302,RTRAF,0.1904323345014794,0.16376473184610227
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000170515,PA2G4,0.1903681980468966,0.0337653358586829
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000128534,LSM8,0.1901419715510692,0.09300990655743677
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000158985,CDC42SE2,-0.1900720347755343,0.0473596868803389
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000127666,TICAM1,0.190020939471698,0.07175451713782396
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000178074,C2orf69,0.1898036976708501,0.00902400898169676
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000145741,BTF3,-0.1897223728500593,0.03734382499434672
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000106635,BCL7B,0.1895582669473937,0.08104052300038617
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000090581,GNPTG,0.1893855493460363,0.14715954029144723
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000125970,RALY,0.1893496491060837,0.11322322152176607
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000136560,TANK,0.1892118981955704,0.052094903639250345
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000054611,TBC1D22A,0.1889322032453603,0.13833750509824583
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000102409,BEX4,0.1889044847337304,0.1904840755885168
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000198846,TOX,-0.1888271553939738,-0.03456608529295392
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000196262,PPIA,0.1887661294669948,0.23779530352985273
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000111716,LDHB,-0.1886469599600675,-0.04132912970700397
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000119772,DNMT3A,0.1884348092792789,0.13713906120812513
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000117228,GBP1,0.1884216161840166,0.05815574159624799
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000065518,NDUFB4,0.1882496056888302,0.03559451743781085
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000174456,C12orf76,0.1881593223236402,0.026110142553532282
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000172551,MUCL1,-0.188151126752091,-0.00029791603206840816
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000169682,SPNS1,0.1881004224184554,0.10150343427241593
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000172348,RCAN2,-0.1880040407267417,-0.07652507757443104
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000108679,LGALS3BP,0.1879241491216051,0.12959682675035747
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000271614,ATP2B1-AS1,0.1878904468029266,0.1708573337259086
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000122678,POLM,0.1878663939406479,0.16455055579049402
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000120913,PDLIM2,0.1878328780248228,-0.0034970143126616376
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000141985,SH3GL1,0.1877853520901738,0.0558155339761903
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000049656,CLPTM1L,0.1877757069342367,0.06883169100267267
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000135842,NIBAN1,-0.187466966159408,0.0005347597164570382
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000126860,EVI2A,0.1873813726166945,0.1568143188805931
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000164896,FASTK,-0.1873256398804251,0.08932942262391251
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000143368,SF3B4,0.1873081657716929,0.038664455644903166
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000182162,P2RY8,-0.1872295298939311,-0.07056672428862708
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000115325,DOK1,0.18712741968702,0.17474253058219164
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000232956,SNHG15,0.187012291027803,0.054463741325942276
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000166278,C2,0.1869470572514824,0.1516874166079795
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000146463,ZMYM4,-0.186905347214812,0.06837172239556251
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000102245,CD40LG,-0.186884040371451,-0.09699908392480826
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000145936,KCNMB1,0.1868739970949075,0.19342468883394598
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000028203,VEZT,-0.1867747113058565,0.03869555271822129
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000128294,TPST2,-0.1867391969362326,0.07913482865706357
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000173726,TOMM20,0.1867321567296814,0.061967507620972286
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000149177,PTPRJ,0.1866545881292819,0.16390260607068788
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000138385,SSB,0.1866468406905544,0.13608009164682788
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000242802,AP5Z1,-0.1866146532425669,0.08535172362474173
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000103671,TRIP4,-0.1863106139743739,0.06372901792154728
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000144802,NFKBIZ,-0.1862899190009711,0.028569727283945297
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000268027,ENSG00000268027,-0.1862307328334101,-0.07210881563406207
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000092094,OSGEP,0.1861424781684836,-0.026959047649098178
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000186395,KRT10,0.186098119856341,0.07851083873649978
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000198431,TXNRD1,0.1860727959580982,0.07903953819346339
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000172053,QARS1,0.1860256458874131,0.1804104610714673
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000112511,PHF1,0.1859709677238135,-0.0824007977549249
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000198898,CAPZA2,0.1857455073888027,0.20982047650954677
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000140992,PDPK1,0.1856367614958288,-0.06703387708492964
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000112514,CUTA,0.1854115002382963,-0.005932020381663369
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000124380,SNRNP27,0.1852933217604365,0.10059510610437651
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000162298,SYVN1,0.185229295634848,0.08783467387944524
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000145494,NDUFS6,0.1850496926825098,0.10759628462057297
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000078140,UBE2K,0.1849653909843651,0.18070220312941138
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000023892,DEF6,0.1848628223587994,-0.0486577974529521
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000138376,BARD1,-0.1848534916977153,-0.07354394910761437
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000173875,ZNF791,0.1846373515779107,0.007679012417023556
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000254505,CHMP4A,-0.1846091758059639,0.05808868331243098
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000085871,MGST2,0.1845481729344774,0.20576409663770392
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000153179,RASSF3,0.1845440544704869,0.059117568352912514
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000064102,INTS13,0.1844811613653392,0.026411316883878298
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000125304,TM9SF2,0.1844735519448228,0.13590425937411604
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000134779,TPGS2,-0.1844371809690975,-0.04937441360821586
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000179632,MAF1,0.1844080872396369,0.062209583073689324
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000164104,HMGB2,-0.184383152251927,0.007549296039480999
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000246223,LINC01550,-0.1843299807759822,-0.034949817419372406
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000099203,TMED1,0.1843276988073747,0.06185021269295219
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000143436,MRPL9,-0.1842527762953688,-0.09819811611292763
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000126524,SBDS,0.1842346012068055,-0.08028607362683665
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000110090,CPT1A,-0.1841866212109612,0.10835658918848436
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000108465,CDK5RAP3,0.1841293294883217,-0.0019997955368481666
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000155115,GTF3C6,0.1840674718459775,0.08599269169846326
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000183337,BCOR,-0.1839777602332796,-0.05051684204294173
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000135441,BLOC1S1,0.1839169329128513,0.05800117982841242
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000177733,HNRNPA0,-0.1836455432546941,0.02964016676307585
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000137770,CTDSPL2,-0.1834813122975063,-0.042507424993247146
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000164169,PRMT9,0.1833724777087432,0.09120327917785506
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000121933,TMIGD3,0.183223920535079,0.24227855439513066
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000113070,HBEGF,0.1832123411568811,0.15907232442519018
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000227191,TRGC2,-0.1829676683415065,-0.03742148009091654
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000126698,DNAJC8,0.1828403316916774,0.08344161028750614
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000149600,COMMD7,0.1828056317671798,0.06981289804730727
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000130165,ELOF1,0.1827508009523027,0.1302818216160518
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000113971,NPHP3,0.1827056471407223,0.15454663217661507
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000116260,QSOX1,0.182670908250851,0.06270205449458285
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000112977,DAP,-0.1826571884613395,0.11166692409282324
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000198899,MT-ATP6,0.1825854120537889,0.1441901839635479
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000197302,KRBOX5,-0.1823704099340107,0.007067990754326434
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000143772,ITPKB,-0.182231760439663,-0.06735957444695395
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000114737,CISH,0.1820808022710758,0.06909230311422988
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000163635,ATXN7,-0.182063359584014,0.08692501069703569
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000116786,PLEKHM2,0.1819601795399217,0.12765191056925926
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000159256,MORC3,0.1818608587325832,0.07458269135932967
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000117000,RLF,-0.1818475892306836,-0.05654821886531322
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000157978,LDLRAP1,-0.181720601182596,-0.07564881484459808
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000107581,EIF3A,0.1816731782707623,0.10114597176688585
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000146072,TNFRSF21,0.1815431325785159,0.13774553190123212
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000134294,SLC38A2,0.1815068749621339,0.16409973221933075
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000085491,SLC25A24,0.1814672969750271,0.06782616632760909
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000100596,SPTLC2,0.181393750931031,0.10205839933893218
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000198133,TMEM229B,-0.1810400897396769,0.00343660584658527
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000127311,HELB,-0.1809706832037646,-0.04930581866504068
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000101193,GID8,-0.1809119226804911,0.03395056413324332
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000153208,MERTK,0.1808696929623196,0.2218860387874573
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000109118,PHF12,-0.1808639950983595,-0.0002831775170056593
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000135870,RC3H1,0.1806430451397534,0.0009434980188149395
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000072518,MARK2,-0.1805822379433861,1.679574773891998e-05
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000167792,NDUFV1,0.1804553697277827,0.019093908545636265
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000176390,CRLF3,0.1803450064907865,0.037008138819227994
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000142039,CCDC97,0.1802676159465668,-0.01621905090907043
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000034510,TMSB10,-0.1801825558019717,0.16618080231327512
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000140598,EFL1,-0.1801142226892357,-0.044866763293320344
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000142166,IFNAR1,0.1801141327850917,0.1910132771818606
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000011304,PTBP1,-0.1800584677252571,0.028139427007513228
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000197894,ADH5,-0.1799505686436039,-0.015558905857728495
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000158473,CD1D,0.1794504467868778,0.17552258757752223
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000126214,KLC1,-0.1793798257649389,0.0021634558550606797
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000013306,SLC25A39,0.179370831515237,0.11553597935789353
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000024862,CCDC28A,0.1792113794206426,0.07908348456215103
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000175324,LSM1,0.1791321069977192,0.04042928468426102
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000135723,FHOD1,0.1790464773896353,0.1595427097831598
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000073578,SDHA,-0.1790111368808834,0.07163790547835798
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000165071,TMEM71,-0.1789414931964404,-0.09821999036323843
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000167685,ZNF444,-0.178940435602844,-0.040153063676506236
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000175826,CTDNEP1,-0.1789087518166,0.046489892829366
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000108846,ABCC3,0.1787966557270358,0.21897550781969827
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000072803,FBXW11,-0.1787771301543999,0.038493759571424715
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000162711,NLRP3,0.1785732945764833,0.14442679122448115
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000157601,MX1,0.1785042431101176,0.01888967969521258
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000169976,SF3B5,0.1784823820336892,0.09305575998289903
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000182872,RBM10,0.1784353789767085,0.003378326717741515
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000204632,HLA-G,-0.178419620534447,-0.01772912824175057
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000103569,AQP9,0.1783803027957342,0.10700894621191955
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000060491,OGFR,0.1782847410491354,0.09392682884331821
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000143190,POU2F1,0.178035832720246,0.12733004454173338
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000126883,NUP214,0.1779822239008386,0.15821371744911975
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000138398,PPIG,-0.1779713273377847,0.0015993131562986643
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000184281,TSSC4,0.1778419091674523,0.13650867434600494
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000145287,PLAC8,-0.1777564755153458,0.011519417161845173
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000135916,ITM2C,0.1776321245937691,0.032445953156434185
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000100138,SNU13,0.1776279105282929,0.011651041280348575
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000160695,VPS11,0.1775532305972854,0.1229604995927144
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000074800,ENO1,-0.1773703091135811,0.15352702156193462
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000140548,ZNF710,0.1772742457726349,0.17519473895507942
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000178685,PARP10,0.177167308189191,0.11339127192155825
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000105722,ERF,0.1770940770890637,0.11130946630753268
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000164096,C4orf3,0.1770472309154149,0.040443216980845235
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000162607,USP1,0.1770444632795408,0.034982517834416714
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000136830,NIBAN2,0.1770234957171436,0.09163336692427844
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000160075,SSU72,-0.1769809369675841,-0.016207581455436538
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000139154,AEBP2,-0.1769485225951584,-0.014282784692673476
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000107872,FBXL15,0.1769142943980943,0.06121325454418008
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000029363,BCLAF1,-0.1768943793909377,0.08656080279885563
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000130589,HELZ2,-0.1768777218332651,0.028587972659681684
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000123933,MXD4,0.1768729342537474,0.07356763192439399
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000133142,TCEAL4,0.1767837735716747,0.20973038293577465
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000257218,GATC,0.1767821526425838,0.053383344305165996
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000142694,EVA1B,0.1767265733386831,0.066501928227647
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000165416,SUGT1,0.1765897367522272,0.08337712033193377
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000188811,NHLRC3,0.1765248435016674,0.0855266307716933
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000124882,EREG,0.1764758736802325,0.09286293502285084
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000100412,ACO2,0.1764316071924349,0.09616498343092351
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000125753,VASP,0.1763859624052121,0.17215398532740278
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000104164,BLOC1S6,0.1763659558087296,0.10138116981142786
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000124789,NUP153,-0.1762991355322643,-0.03792093578751712
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000204568,MRPS18B,0.1761722771961116,0.11692468546975639
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000136869,TLR4,0.1759735593309501,0.16778558185849746
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000102125,TAFAZZIN,0.175964476320153,-0.06169766512009696
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000271605,MILR1,0.175847587026988,0.18619305737035924
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000164032,H2AZ1,0.1758282719461457,0.10638599194740493
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000147533,GOLGA7,-0.1758221739312584,0.06615973355491526
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000130340,SNX9,0.1757845373103591,0.09060024278789343
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000186480,INSIG1,0.1757330805175607,0.05630466528194153
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000158122,PRXL2C,0.175518180709241,0.11761019678363044
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000114626,ABTB1,0.1755017094891566,0.10909718106743296
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000126653,NSRP1,0.1754516543311588,0.10991393937681705
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000107949,BCCIP,-0.1753463271069793,0.005135293831230861
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000110031,LPXN,0.175305502588399,0.1041173154766189
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000174721,FGFBP3,-0.1752918876615221,-0.05182839017244995
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000149131,SERPING1,0.1752711576720665,0.1606635404214606
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000161016,RPL8,-0.175246150060803,0.038111024331569925
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000174953,DHX36,-0.175222232507878,-0.04805986209606583
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000131143,COX4I1,0.1751020479421925,-0.008927020287924269
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000091542,ALKBH5,0.1750700603793573,0.10824092742576277
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000169592,INO80E,0.1750485742770123,0.08404559715853477
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000165632,TAF3,-0.1749964348734461,-0.023998312737181723
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000136240,KDELR2,0.1749888684980475,0.11897201365993042
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000184924,PTRHD1,0.1747937683289763,0.14147122509408616
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000140332,TLE3,0.1747622030605551,0.010115498406773898
neutrophil__breast__normal_vs_breast_cancer,L0_removed,ENSG00000012660,ELOVL5,-0.174654609787154,0.06466006418541664
