label,cav_score,llr
negative,-0.5615,-28.8495
negative,0.6421,-18.4906
negative,2.3076,-6.2209
negative,2.3221,-6.1246
negative,1.0176,-15.5149
negative,-0.1199,-24.9036
negative,-0.0865,-24.6116
negative,2.2848,-6.3728
negative,0.2721,-14.9586
negative,0.7981,-10.0302
negative,1.7540,-2.7068
negative,0.4895,-12.8438
negative,-2.0041,-43.6367
negative,-1.2077,-32.2443
negative,0.4761,-12.9712
negative,0.1323,-16.3756
negative,1.1813,-6.8413
negative,1.3898,-5.2486
negative,-0.4553,-22.8246
negative,1.8827,-1.8818
negative,0.7366,-10.5735
negative,0.8732,-9.3782
negative,-2.3551,-49.1236
negative,1.0333,-8.0328
negative,1.5252,-4.2680
negative,-1.7703,-40.1413
negative,1.3850,-5.2838
negative,-0.6210,-24.7875
negative,0.7513,-10.4428
negative,0.2689,-14.9901
negative,-0.6185,-24.7571
negative,1.5785,-3.8933
negative,0.9451,-8.7664
negative,-0.2668,-20.6685
negative,1.2557,-6.2611
negative,-0.3998,-22.1814
negative,-2.1941,-46.5721
negative,1.1593,-7.0154
negative,0.5686,-12.1013
negative,-0.0993,-18.8223
negative,-0.2559,-20.5465
negative,-1.2247,-32.4722
negative,0.7958,-10.0504
negative,0.2366,-15.3139
negative,-0.7074,-25.8352
negative,-2.7385,-55.4395
negative,0.7508,-10.4469
negative,-0.3028,-21.0747
negative,1.3024,-5.9038
negative,-0.1316,-19.1734
negative,1.3095,-5.8496
negative,-0.4866,-23.1900
negative,-0.5487,-23.9224
negative,-1.5442,-36.8796
negative,-0.2147,-20.0877
negative,0.6574,-11.2857
negative,-0.8007,-26.9872
negative,0.0796,-16.9214
negative,-2.0388,-44.1674
negative,-0.6033,-24.5744
negative,1.0812,-7.6417
negative,-1.2967,-33.4452
negative,1.1026,-7.4681
negative,1.9513,-21.7916
negative,0.8741,-58.5763
negative,-0.0585,-102.3740
negative,-0.5719,-131.2137
negative,0.5091,-74.3961
negative,-0.0592,-102.4111
negative,-0.1337,-106.3864
negative,-1.8476,-217.4338
negative,-0.3435,-117.9706
negative,-0.5684,-131.0097
negative,1.4907,-35.7094
negative,0.7655,-63.1090
negative,0.7766,-62.6396
negative,-0.3393,-117.7347
negative,-2.7471,-290.6967
negative,1.1049,-30.3591
negative,1.6035,-20.8262
negative,-1.6622,-107.0212
negative,1.9448,-15.0517
negative,-1.8574,-113.9500
negative,0.6877,-39.3419
negative,0.0090,-55.9090
negative,1.2642,-27.1720
negative,0.6583,-40.0090
negative,1.7088,-18.9794
negative,-0.7778,-78.1452
negative,2.2585,-10.2860
negative,1.8444,-16.6864
negative,0.6664,-39.8252
negative,0.6204,-40.8773
negative,-0.5118,-70.2619
negative,0.6783,-39.5559
negative,0.4621,-44.5793
negative,0.9139,-34.3582
negative,1.0903,-30.6594
negative,1.0900,-30.6658
negative,0.4863,-44.0067
negative,-0.4613,-68.8092
negative,-0.7622,-77.6722
negative,-0.2873,-63.8990
negative,0.1042,-53.4395
negative,0.5858,-41.6739
negative,0.6642,-39.8742
negative,0.9289,-1.2416
negative,-0.0198,-4.5622
negative,0.4896,-2.6923
negative,-0.8949,-8.2447
negative,0.8401,-1.5227
negative,0.7942,-1.6706
negative,-0.1853,-5.2129
negative,0.6783,-2.0508
negative,-0.3886,-6.0417
negative,1.5297,0.4998
negative,-1.5458,-11.3696
negative,1.1123,-0.6803
negative,-0.7880,-7.7630
negative,-0.6973,-7.3613
negative,-1.4152,-10.7160
negative,-0.5020,-6.5178
negative,0.2127,-3.6839
negative,-0.3740,-5.9811
negative,-2.7732,-18.1572
negative,-1.9215,-13.3225
negative,0.3457,-3.1999
negative,-1.2988,-10.1447
negative,-2.2007,-14.8455
negative,0.2491,-3.5500
negative,-0.3970,-6.0765
negative,-0.3007,-5.6793
negative,-0.4898,-6.4661
negative,0.9127,-1.2926
negative,0.3297,-3.2576
negative,0.2381,-3.5901
negative,2.3511,2.4269
negative,2.0755,1.8385
negative,1.8163,1.2315
negative,0.5738,-2.4027
negative,0.3908,-3.0391
negative,-2.4750,-16.4000
negative,0.8507,-1.4888
negative,0.3802,-3.0767
negative,0.4063,-2.9844
negative,-2.2354,-15.0389
negative,2.4308,2.5859
negative,0.4342,-2.8858
negative,0.1521,-3.9086
negative,-0.2839,-5.6110
negative,-0.2102,-5.3129
negative,-1.0400,-8.9128
negative,-0.8291,-7.9471
negative,1.5201,0.4741
negative,-2.2773,-15.2737
negative,-0.4394,-6.2535
negative,-0.4626,-6.3513
negative,-1.1886,-9.6138
negative,0.7113,-1.9415
negative,0.4609,-2.7922
negative,-0.2944,-5.6536
negative,-2.3427,-15.6432
negative,1.1394,-0.5997
negative,0.9027,-1.3238
negative,0.7150,-1.9292
negative,-0.4164,-6.1574
negative,0.2970,-28.8725
negative,1.0024,-20.7087
negative,2.1061,-9.5594
negative,-0.0791,-33.5553
negative,-0.0790,-33.5545
negative,-0.0922,-33.7224
negative,-3.4079,-85.0368
negative,0.0034,-32.5084
negative,0.5553,-25.7892
negative,-0.2664,-35.9738
negative,2.5032,-6.0327
negative,0.8973,-21.8737
negative,1.1739,-18.8460
negative,0.5591,-25.7447
negative,0.9729,-21.0336
negative,-0.5439,-39.6606
negative,1.1369,-19.2440
negative,1.0877,-19.7760
negative,0.4129,-27.4751
negative,-0.7700,-42.7586
negative,1.0786,-19.8748
negative,-0.1397,-34.3310
negative,-0.6142,-40.6153
negative,0.5740,-25.5695
negative,0.5106,-26.3150
negative,-0.2974,-36.3789
negative,1.0822,-19.8362
negative,0.5693,-25.6243
negative,-0.8260,-2.6330
negative,0.4156,-1.4981
negative,0.1539,-1.7937
negative,0.7419,-1.0875
negative,0.3874,-1.5314
negative,0.6005,-1.2711
negative,0.3538,-1.5707
negative,0.3319,-1.5959
negative,-0.6890,-2.5410
negative,-3.4286,-2.8135
negative,0.7091,-1.1308
negative,-2.1369,-3.0960
negative,0.4117,-1.5027
negative,1.6282,-0.2797
negative,0.3674,-2.1514
negative,1.3519,-0.8145
negative,1.6739,-0.1846
negative,0.6070,-1.9077
negative,-1.0681,-2.5121
negative,0.3565,-2.1613
negative,0.6988,-1.8004
negative,-0.3171,-2.5585
negative,0.8970,-1.5424
negative,1.3029,-0.9020
negative,1.6932,-0.1440
negative,1.8146,0.1202
negative,0.6744,-1.8296
negative,1.6597,-0.2145
negative,0.7999,-1.6732
negative,0.7224,-1.7716
negative,-0.9837,-2.5431
negative,0.6066,-1.9081
negative,1.2573,-0.9814
negative,1.6376,-0.2605
negative,-0.2663,-2.5431
negative,-0.1316,-2.4906
negative,0.2143,-2.2797
negative,0.0074,-35.0114
negative,1.0369,-15.3534
negative,-0.3843,-44.2733
negative,0.2153,-30.4961
negative,-0.3221,-42.7387
negative,1.1882,-13.0358
negative,-3.3859,-147.8597
negative,0.2300,-30.1869
negative,0.9749,-16.3458
negative,-1.0156,-61.2696
negative,0.7386,-20.3513
negative,-0.7693,-54.3367
negative,2.1023,-2.1559
negative,1.3991,-10.0519
negative,1.3278,-11.0286
negative,1.5949,-7.5348
negative,2.8284,2.6737
negative,-0.6093,-50.0398
negative,-0.0740,-36.8569
negative,2.2181,-1.1590
negative,-0.4482,-45.8784
negative,0.5383,-24.0276
negative,-0.1949,-39.6724
negative,-0.5207,-47.7309
negative,-0.6048,-49.9193
negative,-0.7222,-53.0537
negative,2.6220,1.6443
negative,1.3764,-10.3587
negative,1.3685,-10.4661
negative,1.4901,-8.8511
negative,0.5241,-24.2972
negative,0.4879,-24.9931
negative,-0.3125,-42.5034
negative,-0.5337,-48.0670
negative,1.1324,-13.8743
negative,0.4136,-26.4449
negative,-0.4249,-45.2900
negative,2.1382,-1.8380
negative,0.5042,-24.6776
negative,2.2053,-1.2649
negative,1.9880,-3.2233
negative,-0.6151,-50.1927
negative,-0.1413,-38.4122
negative,1.0406,-15.2959
negative,-1.5618,-78.0339
negative,1.3814,-10.2909
negative,-1.6674,-81.4948
negative,-1.0146,-61.2410
negative,1.2337,-12.3678
negative,-0.2843,-41.8154
negative,0.4151,-26.4150
negative,1.0828,-14.6346
negative,-0.5240,-47.8165
negative,-1.1087,-63.9909
negative,-0.9718,-60.0068
negative,0.2254,-30.2836
negative,0.5773,-23.2920
negative,-0.7437,-53.6361
negative,0.2051,-30.7107
negative,3.1367,3.7033
negative,1.2216,-12.5442
negative,0.7478,-4.8615
negative,2.3846,-0.1315
negative,0.2635,-5.6133
negative,0.4999,-5.2834
negative,0.8635,-4.6382
negative,1.0751,-4.1861
negative,-0.5348,-6.2067
negative,-0.5191,-6.2028
negative,-0.8836,-6.2137
negative,1.2673,-3.7262
negative,-0.0076,-5.9050
negative,-1.3066,-6.0162
negative,-0.6080,-6.2209
negative,1.3035,-3.6345
negative,-1.8794,-5.3890
negative,-0.4324,-6.1755
negative,0.7551,-4.8479
negative,-0.3972,-6.1618
negative,-0.3243,-6.1283
negative,0.3334,-5.5231
negative,0.1323,-5.7660
negative,0.7581,-4.8424
negative,-0.0262,-5.9216
negative,0.3206,-5.5401
negative,0.8098,-4.7439
negative,-0.0293,-5.9243
negative,1.0192,-4.3110
negative,1.3937,-3.3985
negative,0.4508,-5.3577
negative,0.6788,-4.9868
negative,0.7518,-4.8542
negative,0.6904,-4.9661
negative,-0.1634,-6.0306
negative,2.0140,-1.4982
negative,0.8045,-4.7543
negative,1.5126,-3.0719
negative,1.1920,-3.9120
negative,0.1957,-5.6949
negative,1.0592,-4.2219
negative,0.4859,-5.3049
negative,1.3017,-3.6391
negative,-0.5885,-6.2178
negative,1.1147,-4.0952
negative,0.1288,-5.7699
negative,0.6359,-5.0615
negative,0.1908,-5.7006
negative,-0.0038,-5.9015
negative,-0.4113,-6.1675
negative,-0.2572,-6.0916
negative,1.1476,-4.0181
negative,0.3253,-5.5338
negative,-1.1108,-6.1356
negative,0.3535,-11.7791
negative,-0.6904,-13.8563
negative,-0.0700,-12.7043
negative,-0.5804,-13.6697
negative,2.1285,-6.6751
negative,-1.4850,-14.9782
negative,0.7780,-10.7386
negative,1.9286,-7.3488
negative,2.6208,-4.9091
negative,-0.0823,-12.7296
negative,1.4577,-8.8369
negative,-3.1339,-16.0405
negative,0.5234,-11.3763
negative,1.0844,-9.9173
negative,1.0468,-10.0213
negative,-1.5500,-15.0524
negative,-0.3568,-13.2669
negative,-0.3444,-13.2437
negative,0.4303,-11.5992
negative,0.2136,-12.0972
negative,0.9345,-10.3266
negative,-0.3172,-13.1923
negative,-0.0562,-12.6761
negative,0.9318,-10.3338
negative,0.1038,-12.3384
negative,0.9629,-10.2499
negative,0.5223,-11.3789
negative,0.5610,-11.2847
negative,1.2889,-9.3362
negative,0.3877,-11.6996
negative,1.5860,-8.4453
negative,0.5882,-11.2180
negative,-1.1046,-14.4905
negative,0.8403,-10.5765
negative,0.2074,-12.1110
negative,0.8960,-10.4293
negative,-0.4304,-13.4028
negative,0.1799,-12.1720
negative,-1.1708,-14.5819
negative,2.9999,0.8389
negative,2.0159,-0.4235
negative,2.0302,-0.4079
negative,0.7070,-1.5138
negative,0.7774,-1.4722
negative,1.5961,-0.8464
negative,1.7214,-0.7275
negative,0.8922,-1.4004
negative,1.0148,-1.3179
negative,2.8814,0.6668
negative,0.7650,-1.4797
negative,-1.3117,-1.8764
negative,1.0402,-1.3000
negative,0.1109,-1.7873
negative,2.7898,0.5375
negative,0.8425,-1.4321
negative,1.5153,-0.9199
negative,3.1890,1.1252
negative,0.4138,-1.6657
negative,1.8198,-0.6297
negative,1.8061,-0.6435
negative,2.7369,0.4644
negative,2.7901,0.5379
negative,0.8049,-1.4555
negative,0.0057,-1.8211
negative,0.6319,-1.5559
negative,2.9496,0.7653
negative,0.4633,-1.6424
negative,1.4167,-1.0061
negative,1.2527,-1.1410
negative,1.5847,-13.7701
negative,-1.5689,-65.3323
negative,1.1720,-18.6843
negative,4.3648,4.9612
negative,-1.0092,-53.8295
negative,0.1848,-32.6812
negative,0.9801,-21.1579
negative,-1.0128,-53.8992
negative,-1.7728,-69.7757
negative,1.1593,-18.8449
negative,0.0833,-34.2990
negative,0.0793,-34.3642
negative,2.5147,-4.7162
negative,-0.5857,-45.8000
negative,0.2564,-31.5602
negative,0.5440,-27.2229
negative,1.3930,-15.9840
negative,-0.4241,-42.8884
negative,1.6405,-13.1469
negative,0.0260,-35.2272
negative,0.0604,-34.6685
negative,1.4944,-14.7978
negative,1.3400,-16.6170
negative,0.1435,-17.0549
negative,0.9178,-11.6333
negative,-0.6029,-22.3794
negative,1.6353,-6.7029
negative,1.4884,-7.7046
negative,1.5278,-7.4358
negative,0.3143,-15.8501
negative,-0.1377,-19.0492
negative,0.4049,-15.2124
negative,0.9021,-11.7425
negative,1.4838,-7.7367
negative,-0.0756,-18.6076
negative,1.4789,-7.7700
negative,1.4723,-7.8147
negative,1.4595,-7.9026
negative,1.2488,-9.3475
negative,1.5967,-6.9659
negative,2.2349,-2.6510
negative,1.4937,-7.6684
negative,1.4898,-7.6951
negative,0.1857,-16.7566
negative,0.8998,-11.7585
negative,1.3469,-8.6738
negative,0.4301,-18.6013
negative,0.0820,-24.0276
negative,-0.1697,-28.3195
negative,1.7537,-3.3562
negative,-2.7205,-89.2216
negative,1.6114,-4.5857
negative,0.5539,-16.8132
negative,1.3070,-7.5468
negative,1.8617,-2.4888
negative,-0.0825,-26.7974
negative,1.3029,-7.5899
negative,1.3306,-7.3012
negative,1.2683,-7.9554
negative,0.0710,-24.2088
negative,2.1470,-0.4713
negative,1.2479,-8.1744
negative,0.7987,-13.4977
negative,-0.5009,-34.4361
negative,0.1903,-22.2753
negative,1.2716,-7.9210
negative,-0.1789,-28.4814
negative,0.8491,-12.8513
negative,-0.4864,-34.1568
negative,1.6951,-3.8504
negative,1.6437,-4.2979
negative,-2.4867,-82.3198
negative,0.6913,-14.9167
negative,0.8036,-13.4341
negative,-1.5184,-56.5719
negative,0.0707,-4.9819
negative,0.2620,-4.4055
negative,0.9597,-2.4496
negative,2.7278,1.4751
negative,-0.0811,-5.4519
negative,-0.7624,-7.6946
negative,1.4540,-1.2036
negative,0.1715,-4.6761
negative,0.4778,-3.7760
negative,1.6165,-0.8190
negative,1.8014,-0.3969
negative,1.1596,-1.9318
negative,2.1104,0.2726
negative,0.9101,-2.5813
negative,1.3168,-1.5379
negative,2.5843,1.2117
negative,0.3028,-4.2847
negative,1.7809,-0.4428
negative,1.3032,-1.5714
negative,1.1298,-2.0079
negative,1.6107,-0.8325
negative,2.1186,0.2898
negative,0.9647,-2.4364
negative,2.6190,1.2763
negative,2.5234,1.0971
negative,1.2640,-0.2473
negative,-1.2483,-5.8940
negative,1.6660,0.3638
negative,-0.8401,-4.7624
negative,0.8325,-0.9931
negative,0.5977,-1.4379
negative,0.8302,-0.9973
negative,0.7287,-1.1863
negative,-0.5021,-3.8880
negative,0.6961,-1.2481
negative,2.3608,1.2300
negative,-3.5035,-13.6465
negative,-1.9208,-7.9402
negative,2.5189,1.3935
negative,1.6624,0.3587
negative,-1.9024,-7.8814
negative,0.6567,-1.3235
negative,-0.6558,-4.2785
negative,2.0296,0.8472
negative,1.5153,0.1442
negative,0.5567,-1.5185
negative,0.7360,-12.7296
negative,-1.5598,-51.9665
negative,0.9385,-10.3841
negative,0.3343,-17.9160
negative,-0.8013,-36.4314
negative,1.8905,-1.7821
negative,-0.9301,-38.8906
negative,-0.2911,-27.4095
negative,1.9921,-1.1005
negative,2.2028,0.1688
negative,-0.1285,-24.7762
negative,-0.2222,-26.2800
negative,1.8741,-1.8967
negative,-0.3057,-27.6513
negative,0.8774,-11.0720
negative,-0.3873,-29.0234
negative,-1.0650,-41.5452
negative,0.8066,-11.8912
negative,-1.5755,-52.3149
negative,-0.4505,-30.1044
negative,1.1433,-8.1963
negative,-0.3727,-28.7761
negative,1.6109,-3.8937
negative,-0.5945,-32.6373
negative,-1.0799,-41.8434
negative,-1.4842,-50.3040
negative,2.6557,2.2337
negative,-2.1202,-65.0756
negative,0.5894,-14.5400
negative,-1.0729,-41.7031
negative,0.8645,-11.2195
negative,1.2715,-6.9207
negative,-0.6004,-32.7425
negative,1.0832,-8.8187
negative,0.0850,-21.4946
negative,2.4151,1.2495
negative,-0.7721,-35.8849
negative,2.4972,1.6140
negative,0.6427,-13.8702
negative,0.1844,-20.0348
negative,2.6967,2.3761
negative,-0.5160,-9.3028
negative,0.5668,-5.0323
negative,-0.8003,-10.5244
negative,1.4071,-2.1365
negative,-1.3809,-13.1499
negative,1.1205,-3.0833
negative,-0.4316,-8.9478
negative,0.9360,-3.7149
negative,-0.7630,-10.3620
negative,-0.2042,-8.0108
negative,-4.0019,-27.1740
negative,0.0219,-7.1053
negative,0.1776,-6.4973
negative,0.8888,-3.8794
negative,1.0639,-3.2752
negative,1.1880,-2.8563
negative,0.1151,-6.7397
negative,-0.8295,-10.6526
negative,1.0381,-3.3631
negative,-0.5298,-9.3609
negative,-2.9573,-21.1585
negative,-0.5398,-9.4035
negative,2.0724,-0.1034
negative,-1.3824,-13.1567
negative,-0.9051,-10.9854
negative,0.2373,-6.2675
negative,0.4357,-5.5169
negative,2.5769,1.2856
negative,1.4337,-2.0509
negative,0.8424,-4.0423
negative,0.1761,-6.5031
negative,1.4420,-2.0243
negative,-1.8406,-15.3522
negative,-0.3975,-8.8059
negative,-1.4894,-13.6600
negative,-0.6790,-9.9981
negative,2.0207,-0.2531
negative,1.5725,-1.6097
negative,-2.6732,-19.6201
negative,-0.8338,-10.6713
negative,1.6521,-1.3614
negative,-0.4990,-9.2308
negative,1.7164,-1.1630
negative,1.3864,-2.2037
negative,-0.8520,-10.7513
negative,-1.4583,-13.5129
negative,0.7872,-4.2374
negative,0.4627,-13.7147
negative,1.4951,-5.7164
negative,-0.0395,-18.3609
negative,-0.8446,-26.8390
negative,2.5206,0.1618
negative,0.7003,-11.6897
negative,0.0443,-17.5514
negative,0.9540,-9.6481
negative,-0.3437,-21.4147
negative,0.1050,-16.9736
negative,0.7782,-11.0496
negative,0.0493,-17.5034
negative,0.7732,-11.0897
negative,2.9579,2.0418
negative,-1.3989,-33.4141
negative,0.4476,-13.8476
negative,1.2073,-7.7364
negative,1.7044,-4.3495
negative,2.1807,-1.5582
negative,0.9807,-9.4408
negative,0.5026,-13.3672
negative,2.0912,-2.0489
negative,1.2165,-7.6692
negative,-1.2387,-31.4517
negative,2.0047,-2.5378
negative,0.3960,-14.3033
negative,1.2071,-7.7381
negative,1.5393,-5.4204
negative,0.9697,-102.9925
negative,-0.9740,-359.5011
negative,0.4172,-160.6474
negative,0.0482,-205.8957
negative,-0.1855,-237.3602
negative,-0.5302,-287.7129
negative,-0.5377,-288.8641
negative,-0.4687,-278.3837
negative,1.4355,-63.8134
negative,0.4806,-153.4142
negative,-0.7499,-322.2689
negative,-0.5261,-287.0819
negative,-0.7584,-323.6518
negative,1.4300,-64.2227
negative,2.1750,-19.3090
negative,0.7115,-128.4283
negative,1.5331,-56.6982
negative,-0.0138,-214.0290
negative,1.6567,-48.2265
negative,-0.8474,-338.2202
negative,2.3818,-10.7461
negative,-0.2710,-249.4027
negative,-0.3678,-263.3955
negative,0.2998,-174.4588
negative,-0.0659,-220.9822
negative,-0.2452,-245.7361
negative,0.2708,-4.2426
negative,3.1438,2.4600
negative,-0.4932,-7.1447
negative,-0.6008,-7.5911
negative,0.5958,-3.1508
negative,0.4158,-3.7448
negative,-2.3340,-16.0693
negative,0.3845,-3.8510
negative,1.3401,-0.9706
negative,0.2623,-4.2723
negative,0.1800,-4.5629
negative,1.3838,-0.8566
negative,0.4135,-3.7528
negative,2.9619,2.2329
negative,-0.5905,-7.5479
negative,0.2724,-4.2370
negative,2.1974,0.9869
negative,0.9046,-2.1921
negative,1.7696,0.0842
negative,-0.3668,-6.6319
negative,0.6008,-3.1345
negative,2.7846,1.9859
negative,-0.5316,-7.3029
negative,-0.8245,-8.5493
negative,-0.6039,-7.6044
negative,-2.1051,-14.8109
negative,1.7560,0.0529
negative,0.8299,-2.4167
negative,-1.9143,-13.7942
negative,2.5135,1.5591
negative,-1.4463,-11.4244
negative,0.6121,-3.0981
negative,0.2792,-4.2133
negative,1.7199,-0.0304
negative,-0.3159,-6.4292
negative,0.1856,-4.5430
negative,0.0835,-4.9104
negative,-1.6437,-12.4029
negative,1.7075,-0.0592
negative,2.5332,1.5922
negative,-1.3846,-11.1255
negative,-1.3921,-11.1617
negative,-1.0727,-9.6597
negative,0.7421,-39.5948
negative,-0.0099,-67.0916
negative,0.1638,-60.1412
negative,1.8805,-10.7642
negative,1.0413,-30.5251
negative,-1.3065,-130.2943
negative,2.3509,-3.3493
negative,3.0398,2.7595
negative,-2.2417,-188.2899
negative,1.2714,-24.2725
negative,0.6687,-41.9825
negative,1.8492,-11.3499
negative,1.7583,-13.1207
negative,2.1441,-6.2850
negative,-2.1200,-180.1533
negative,2.4760,-1.8211
negative,1.1064,-28.6925
negative,0.5678,-45.3680
negative,-0.4618,-86.8509
negative,0.6228,-43.5058
negative,-0.7680,-101.6178
negative,-1.5845,-146.4447
negative,1.0568,-30.0840
negative,-0.9832,-112.6650
negative,2.0388,-7.9742
negative,1.0356,-30.6877
negative,-1.6012,-147.4465
negative,-1.1683,-122.6036
negative,-0.2196,-75.9590
negative,0.3892,-51.6604
negative,0.9269,-3.1721
negative,1.7814,0.2435
negative,0.9148,-3.2304
negative,1.3974,-1.1132
negative,1.0154,-2.7514
negative,1.3268,-1.3941
negative,2.0850,1.1105
negative,0.6862,-4.3940
negative,1.2046,-1.9038
negative,0.4121,-5.9245
negative,-1.0812,-16.8653
negative,1.4155,-1.0427
negative,1.2580,-1.6775
negative,2.1012,1.1518
negative,1.4490,-0.9140
negative,0.0934,-7.8908
negative,2.3432,1.7048
negative,1.2375,-1.7640
negative,-0.3574,-11.0130
negative,0.9652,-2.9882
negative,1.4504,-0.9086
negative,1.5666,-0.4797
negative,2.5192,2.0345
negative,-2.5889,-32.3726
negative,0.3854,-6.0818
negative,-0.4890,-12.0006
negative,1.6606,-0.1520
negative,-1.1153,-17.1663
negative,-0.1917,-9.8190
negative,-2.1745,-27.6630
negative,-1.0503,-16.5948
negative,0.7639,-3.9871
negative,0.7204,-4.2136
negative,0.2985,-6.6021
negative,-0.4385,-11.6179
negative,-1.1470,-17.4490
negative,1.5949,-0.3791
negative,-1.6534,-22.2230
negative,0.4529,-5.6875
negative,-2.0137,-25.9278
negative,0.6233,-4.7323
negative,-0.1924,-9.8236
negative,0.9006,-3.2998
negative,0.8115,-3.7433
negative,-1.7485,-23.1759
negative,0.9781,-2.9268
negative,1.1175,-2.2852
negative,1.2919,-1.3625
negative,-0.5255,-5.4125
negative,-1.3597,-7.1644
negative,1.0853,-1.8390
negative,0.4292,-3.3248
negative,-1.8658,-8.1946
negative,-0.5897,-5.5498
negative,-1.3154,-7.0731
negative,-0.1391,-4.5781
negative,-0.2680,-4.8581
negative,3.7571,4.6420
negative,0.8021,-2.4854
negative,1.0935,-1.8200
negative,1.9226,0.1179
negative,-0.4365,-5.2217
negative,-0.9793,-6.3740
negative,-0.9645,-6.3429
negative,0.5171,-3.1281
negative,1.4621,-0.9669
negative,0.2345,-3.7578
negative,-0.2847,-4.8942
negative,3.0741,2.9196
negative,-1.2501,-6.9382
negative,0.0116,-4.2488
negative,-0.1006,-4.4942
negative,-1.2586,-6.9558
negative,0.0059,-4.2614
negative,1.1968,-1.5822
negative,0.9116,-2.2364
negative,1.1653,-1.6550
negative,-1.6605,-7.7796
negative,-0.5649,-5.4967
negative,1.4073,-1.0944
negative,0.6066,-2.9271
negative,-0.4269,-5.2009
negative,1.0332,-1.9584
negative,-0.2784,-4.8806
negative,-1.3111,-7.0643
negative,1.1395,-1.7143
negative,0.3382,-3.5277
negative,0.1895,-3.8573
negative,0.2309,-3.7656
negative,1.0206,-1.9873
negative,0.7830,-2.5287
negative,-1.2978,-7.0368
negative,0.0511,-4.1622
negative,-1.8439,-8.1506
negative,0.1890,-3.8584
negative,1.0889,-1.8306
negative,0.9931,-2.0502
negative,1.2959,-1.3531
negative,1.2594,-1.4377
negative,0.5106,-3.1426
negative,1.1463,-1.6987
negative,0.0950,-4.0657
negative,0.1507,-20.3526
negative,1.7295,-5.4357
negative,0.8963,-12.4571
negative,-0.6334,-30.2990
negative,1.0997,-10.5673
negative,-0.2068,-24.6784
negative,2.3054,-1.6950
negative,2.2976,-1.7392
negative,0.9600,-11.8533
negative,1.5944,-6.4448
negative,0.6001,-15.4110
negative,-1.6431,-45.5904
negative,1.9338,-4.0046
negative,1.1852,-9.8073
negative,1.4967,-7.2059
negative,0.1679,-20.1538
negative,0.9120,-12.3067
negative,3.6995,3.5984
negative,0.8457,-12.9450
negative,2.0021,-3.5519
negative,1.7323,-5.4157
negative,1.1709,-9.9324
negative,1.3721,-8.2144
negative,0.5788,-15.6328
negative,0.3365,-18.2425
negative,1.5106,-7.0966
negative,2.2849,-1.8125
negative,1.3487,-8.4086
negative,0.3896,-17.6568
negative,2.1976,-2.3259
negative,1.2522,-9.2251
negative,-1.3321,-40.5830
negative,-0.4633,-27.9985
negative,-2.3301,-57.5903
negative,-1.9455,-50.7136
negative,2.2452,-2.0436
negative,1.2776,-9.0079
negative,-2.3358,-57.6948
negative,1.2329,-9.3912
negative,0.6472,-14.9254
negative,-0.1498,-23.9654
negative,1.2093,-9.5964
negative,-0.3195,-26.1148
negative,0.7069,-14.3181
negative,0.4318,-17.1965
negative,0.0530,-21.4996
negative,-0.8521,-33.3747
negative,-0.8358,-275.2243
negative,-0.8592,-276.7311
negative,1.1303,-162.2342
negative,0.6486,-187.4489
negative,-0.6094,-260.8524
negative,0.0678,-219.9835
negative,2.4934,-99.5619
negative,-1.7825,-339.1493
negative,-0.1403,-232.2025
negative,-0.0166,-224.9048
negative,1.5967,-139.3466
negative,0.0625,-774.7513
negative,1.3018,-412.2880
negative,-0.4850,-970.3710
negative,-1.8578,-1556.4749
negative,1.0892,-466.5429
negative,-1.3807,-1337.3140
negative,1.3190,-408.0476
negative,-0.2323,-877.4005
negative,0.1982,-729.6465
negative,0.2712,-705.9135
negative,-2.2865,-1767.4966
negative,0.3119,-692.8548
negative,-2.6436,-1953.5046
negative,-2.1134,-1680.7104
negative,0.1825,-734.7983
negative,0.9051,-516.1767
negative,0.0297,-10.3582
negative,0.6952,-7.1965
negative,1.8124,-2.2948
negative,1.7618,-2.5058
negative,-2.1644,-22.0595
negative,2.5692,0.7368
negative,-0.1226,-11.1071
negative,1.8705,-2.0537
negative,0.2204,-9.4341
negative,-2.0920,-21.6422
negative,0.3004,-9.0503
negative,-0.0906,-10.9494
negative,-0.2757,-11.8694
negative,-0.5802,-13.4140
negative,0.1308,-9.8664
negative,0.8563,-6.4583
negative,1.3101,-4.4357
negative,-1.2733,-17.0711
negative,1.8535,-2.1241
negative,1.2965,-4.4952
negative,-0.4274,-12.6346
negative,1.0367,-5.6443
negative,2.3991,0.0757
negative,1.8617,-2.0900
negative,1.5936,-3.2149
negative,0.4082,-8.5383
negative,-2.4809,-23.9096
negative,1.3807,-4.1286
negative,-0.7380,-14.2296
negative,-0.5758,-13.3917
negative,-1.6106,-18.9210
negative,1.0360,-5.6476
negative,0.1171,-9.9328
negative,1.2051,-4.8962
negative,-0.6516,-13.7817
negative,-0.2761,-11.8718
negative,-0.0280,-10.6407
negative,0.9758,-5.9177
negative,0.7606,-6.8958
negative,1.0736,-5.4793
negative,0.1144,-9.9461
negative,0.6024,-7.6269
negative,0.0033,-10.4874
negative,1.3091,-4.4400
negative,1.0399,-5.6301
negative,-1.1989,-16.6689
negative,-0.3709,-12.3486
negative,-0.4231,-12.6124
negative,0.9072,-6.2277
negative,-0.2778,-11.8799
negative,-0.3787,-12.3880
negative,-1.9863,-21.0368
negative,0.0721,-10.1517
